main_group	env_type	cobo_simon_habitat	parameter	value	term_ids	term_labels
Terrestrial	rock_deep	rock	Temperature	high	ENVO:00001995|PATO:0001596	rock|increased depth
Terrestrial	rock_deep	rock	Water	low	ENVO:00001995|PATO:0001596	rock|increased depth
Terrestrial	rock_deep	rock	salinity variability	small	ENVO:00001995|PATO:0001596	rock|increased depth
Terrestrial	rock_deep	rock	temp variability	low	ENVO:00001995|PATO:0001596	rock|increased depth
Terrestrial	rock_endolithic	rock	Gradients	high	ENVO:01000303	endolithic environment
Terrestrial	rock_endolithic	rock	Nutrients	low	ENVO:01000303	endolithic environment
Terrestrial	rock_endolithic	rock	Organic	low	ENVO:01000303	endolithic environment
Terrestrial	rock_endolithic	rock	Pressure	low	ENVO:01000303	endolithic environment
Terrestrial	rock_endolithic	rock	Structural	high	ENVO:01000303	endolithic environment
Terrestrial	rock_endolithic	rock	Water	low	ENVO:01000303	endolithic environment
Terrestrial	rock_endolithic	rock	salinity variability	small	ENVO:01000303	endolithic environment
Terrestrial	rock_endolithic	rock	temp variability	medium	ENVO:01000303	endolithic environment
Terrestrial	rock_endolithic	rock	water variability	dry	ENVO:01000303	endolithic environment
Terrestrial	rock_surface	rock	Gradients	high	ENVO:00001995|PATO:0002425	rock|exposed
Terrestrial	rock_surface	rock	Nutrients	low	ENVO:00001995|PATO:0002425	rock|exposed
Terrestrial	rock_surface	rock	Organic	low	ENVO:00001995|PATO:0002425	rock|exposed
Terrestrial	rock_surface	rock	Pressure	low	ENVO:00001995|PATO:0002425	rock|exposed
Terrestrial	rock_surface	rock	Structural	high	ENVO:00001995|PATO:0002425	rock|exposed
Terrestrial	rock_surface	rock	salinity variability	small	ENVO:00001995|PATO:0002425	rock|exposed
Terrestrial	rock_surface	rock	temp variability	high	ENVO:00001995|PATO:0002425	rock|exposed
Terrestrial	rock_surface	rock	water variability	occasionally wet	ENVO:00001995|PATO:0002425	rock|exposed
Terrestrial	soil	soil	Gradients	high	ENVO:00001998	soil
Terrestrial	soil	soil	Pressure	low	ENVO:00001998	soil
Terrestrial	soil	soil	Structural	high	ENVO:00001998	soil
Terrestrial	soil	soil	temp variability	medium	ENVO:00001998	soil
Terrestrial	soil_agricultural	soil	Gradients	high	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	Nutrients	medium	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	Organic	medium	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	Pressure	low	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	Salinity	low	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	Structural	high	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	Water	medium	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	salinity variability	small	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	temp variability	high	ENVO:00002259	agricultural soil
Terrestrial	soil_agricultural	soil	water variability	occasionally dry	ENVO:00002259	agricultural soil
Terrestrial	soil_arid	soil	Gradients	high	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	Nutrients	low	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	Organic	low	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	Pressure	low	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	Salinity	low	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	Structural	high	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	Water	low	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	salinity variability	small	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	temp variability	high	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_arid	soil	water variability	occasionally wet	ENVO:00001998|ENVO:01000230	soil|arid
Terrestrial	soil_contaminated	NA	Gradients	high	ENVO:00001998|ENVO:02500038	soil|soil pollution
Terrestrial	soil_contaminated	NA	Pressure	low	ENVO:00001998|ENVO:02500038	soil|soil pollution
Terrestrial	soil_contaminated	NA	Structural	high	ENVO:00001998|ENVO:02500038	soil|soil pollution
Terrestrial	soil_contaminated	NA	salinity variability	small	ENVO:00001998|ENVO:02500038	soil|soil pollution
Terrestrial	soil_contaminated	NA	temp variability	medium	ENVO:00001998|ENVO:02500038	soil|soil pollution
Terrestrial	soil_forest	soil	Gradients	high	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	Nutrients	medium	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	Organic	medium	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	Pressure	low	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	Salinity	low	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	Structural	high	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	Water	medium	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	salinity variability	small	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	temp variability	medium	ENVO:00002261	forest soil
Terrestrial	soil_forest	soil	water variability	occasionally dry	ENVO:00002261	forest soil
Terrestrial	soil_grassland	soil	Gradients	high	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	Nutrients	medium	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	Organic	medium	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	Pressure	low	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	Salinity	low	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	Structural	high	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	Water	medium	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	pH	medium	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	salinity variability	small	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	temp variability	medium	ENVO:00005750	grassland soil
Terrestrial	soil_grassland	soil	water variability	occasionally dry	ENVO:00005750	grassland soil
Terrestrial	soil_hydrocarbon_contaminated	NA	Gradients	high	ENVO:00001998|ENVO:02500038|CHEBI:24632	soil|soil pollution|hydrocarbon
Terrestrial	soil_hydrocarbon_contaminated	NA	Organic	high	ENVO:00001998|ENVO:02500038|CHEBI:24632	soil|soil pollution|hydrocarbon
Terrestrial	soil_hydrocarbon_contaminated	NA	Structural	high	ENVO:00001998|ENVO:02500038|CHEBI:24632	soil|soil pollution|hydrocarbon
Terrestrial	soil_hydrocarbon_contaminated	NA	salinity variability	small	ENVO:00001998|ENVO:02500038|CHEBI:24632	soil|soil pollution|hydrocarbon
Terrestrial	soil_hydrocarbon_contaminated	NA	temp variability	medium	ENVO:00001998|ENVO:02500038|CHEBI:24632	soil|soil pollution|hydrocarbon
Terrestrial	soil_marshland	soil	Gradients	high	ENVO:00001998|ENVO:00000035	soil|marsh
Terrestrial	soil_marshland	soil	Organic	high	ENVO:00001998|ENVO:00000035	soil|marsh
Terrestrial	soil_marshland	soil	Pressure	low	ENVO:00001998|ENVO:00000035	soil|marsh
Terrestrial	soil_marshland	soil	Structural	hlgh	ENVO:00001998|ENVO:00000035	soil|marsh
Terrestrial	soil_marshland	soil	Water	high	ENVO:00001998|ENVO:00000035	soil|marsh
Terrestrial	soil_marshland	soil	temp variability	high	ENVO:00001998|ENVO:00000035	soil|marsh
Terrestrial	soil_marshland	soil	water variability	occasionally dry	ENVO:00001998|ENVO:00000035	soil|marsh
Terrestrial	soil_mineral	soil	Gradients	high	ENVO:00001998|ENVO:01000256	soil|mineral material
Terrestrial	soil_mineral	soil	Organic	low	ENVO:00001998|ENVO:01000256	soil|mineral material
Terrestrial	soil_mineral	soil	Pressure	low	ENVO:00001998|ENVO:01000256	soil|mineral material
Terrestrial	soil_mineral	soil	Structural	high	ENVO:00001998|ENVO:01000256	soil|mineral material
Terrestrial	soil_mineral	soil	salinity variability	small	ENVO:00001998|ENVO:01000256	soil|mineral material
Terrestrial	soil_mineral	soil	temp variability	high	ENVO:00001998|ENVO:01000256	soil|mineral material
Terrestrial	soil_organic	soil	Gradients	high	ENVO:00001998|ENVO:01000155	soil|organic material
Terrestrial	soil_organic	soil	Nutrients	high	ENVO:00001998|ENVO:01000155	soil|organic material
Terrestrial	soil_organic	soil	Organic	high	ENVO:00001998|ENVO:01000155	soil|organic material
Terrestrial	soil_organic	soil	Pressure	low	ENVO:00001998|ENVO:01000155	soil|organic material
Terrestrial	soil_organic	soil	Structural	high	ENVO:00001998|ENVO:01000155	soil|organic material
Terrestrial	soil_organic	soil	Temperature	medium	ENVO:00001998|ENVO:01000155	soil|organic material
Terrestrial	soil_organic	soil	salinity variability	small	ENVO:00001998|ENVO:01000155	soil|organic material
Terrestrial	soil_organic	soil	temp variability	medium	ENVO:00001998|ENVO:01000155	soil|organic material
Terrestrial	soil_organic_peat	soil	Gradients	high	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	Nutrients	high	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	Organic	high	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	Pressure	low	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	Salinity	low	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	Structural	high	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	Temperature	medium	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	Water	medium	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	pH	low	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	salinity variability	small	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	temp variability	medium	ENVO:00005774	peat soil
Terrestrial	soil_organic_peat	soil	water variability	occasionally dry	ENVO:00005774	peat soil
Terrestrial	soil_organic_permafrost	soil	Nutrients	low	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	Organic	high	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	Pressure	low	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	Salinity	low	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	Structural	high	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	Temperature	low	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	Water	low	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	pH	low	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	salinity variability	small	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	temp variability	low	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_permafrost	soil	water variability	permanently wet	ENVO:00001998|ENVO:00000134	soil|permafrost
Terrestrial	soil_organic_tundra	soil	Gradients	high	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	Nutrients	low	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	Organic	high	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	Pressure	low	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	Salinity	low	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	Structural	high	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	Temperature	low	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	Water	medium	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	pH	low	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	salinity variability	small	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	temp variability	low	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_organic_tundra	soil	water variability	occasionally dry	ENVO:00001998|ENVO:00000112	soil|tundra
Terrestrial	soil_saline	soil	Gradients	high	ENVO:00001998|ENVO:01001040	soil|saline environment
Terrestrial	soil_saline	soil	Pressure	low	ENVO:00001998|ENVO:01001040	soil|saline environment
Terrestrial	soil_saline	soil	Salinity	high	ENVO:00001998|ENVO:01001040	soil|saline environment
Terrestrial	soil_saline	soil	Structural	high	ENVO:00001998|ENVO:01001040	soil|saline environment
Terrestrial	soil_saline	soil	pH	high	ENVO:00001998|ENVO:01001040	soil|saline environment
Terrestrial	soil_saline	soil	salinity variability	small	ENVO:00001998|ENVO:01001040	soil|saline environment
Terrestrial	soil_saline	soil	temp variability	high	ENVO:00001998|ENVO:01001040	soil|saline environment
Terrestrial	volcanic_active	therm	Gradients	high	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	Nutrients	high	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	Organic	low	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	Pressure	low	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	Structural	high	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	Temperature	high	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	Water	low	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	salinity variability	small	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	temp variability	high	ENVO:00000247	volcano
Terrestrial	volcanic_active	therm	water variability	occasionally wet	ENVO:00000247	volcano
host_associated	host_plant	host	Gradients	high	ENVO:01001001	plant-associated environment
host_associated	host_plant	host	Pressure	low	ENVO:01001001	plant-associated environment
host_associated	host_plant	host	salinity variability	small	ENVO:01001001	plant-associated environment
