study_gold_id	path_count	paths
Gs0156788	5	Environmental > Aquatic > Freshwater|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline lake|Environmental > Terrestrial > Soil > Lakeshore|Host-associated > Birds > Digestive system > Large intestine > Fecal|Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0156789	4	Engineered > Industrial production > Chemical products > Lab-grade water|Environmental > Terrestrial > Soil > Desert|Environmental > Terrestrial > Soil > Grasslands|Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156790	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots > Rhizoplane
Gs0156791	9	Environmental > Aquatic > Deep subsurface > Groundwater|Environmental > Aquatic > Freshwater|Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Sediment|Environmental > Aquatic > Freshwater > River|Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Coastal > Sediment|Environmental > Aquatic > Marine > Intertidal zone > Estuary|Environmental > Terrestrial > Soil > Tundra > Bulk soil
Gs0156792	1	Environmental > Aquatic > Freshwater > Lake
Gs0156793	17	Engineered > Built environment > Building|Engineered > Food production > Dairy products|Engineered > Food production > Fermented vegetables|Engineered > Lab culture > Culture media > Bacteria|Engineered > Modeled > Simulated communities (microbial mixture)|Environmental > Aquatic > Freshwater > River|Environmental > Aquatic > Freshwater > Sterile water|Environmental > Aquatic > Marine|Environmental > Terrestrial > Soil|Host-associated > Mammals > Digestive system > Large intestine > Fecal|Host-associated > Mammals > Digestive system > Small intestine|Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva|Host-associated > Mammals: Human > Integumentary system > Skin|Host-associated > Mammals: Human > Respiratory system > Pharynx/Throat|Host-associated > Mammals: Human > Urinary system > Urine|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0156794	1	Environmental > Terrestrial > Soil > Contaminated
Gs0156795	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156796	1	Engineered > Artificial ecosystem > Plant growth chamber
Gs0156797	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156798	1	Environmental > Terrestrial > Soil > Shrubland
Gs0156799	1	Environmental > Terrestrial > Soil > Garden
Gs0156800	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156801	1	Environmental > Terrestrial > Soil
Gs0156802	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156803	2	Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Contaminated
Gs0156804	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0156805	4	Engineered > Industrial production > Chemical products > Lab-grade water|Environmental > Aquatic > Freshwater|Environmental > Terrestrial > Soil > Paddy field/soil|Host-associated > Plants > Roots > Rhizosphere
Gs0156806	8	Engineered > Industrial production > Chemical products > Lab-grade water|Engineered > Solid waste > Composting|Environmental > Air > Outdoor Air|Environmental > Aquatic > Deep subsurface > Groundwater > Contaminated|Environmental > Aquatic > Freshwater > Creek|Environmental > Terrestrial > Soil|Host-associated > Arthropoda: Chelicerates > Whole body|Host-associated > Arthropoda: Insects > Whole body
Gs0156807	1	Environmental > Terrestrial > Soil > Tundra
Gs0156808	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156809	1	Environmental > Terrestrial > Soil > Paddy field/soil
Gs0156810	1	Environmental > Terrestrial > Soil > Garden
Gs0156813	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots > Rhizosphere
Gs0156814	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156815	1	Environmental > Terrestrial > Soil > Meadow > Bulk soil
Gs0156816	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156817	1	Environmental > Terrestrial > Soil
Gs0156818	6	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Arthropoda: Insects > Digestive system > Midgut|Host-associated > Arthropoda: Insects > Ootheca/Egg mass > Eggs|Host-associated > Arthropoda: Insects > Whole body|Host-associated > Plants > Phyllosphere > Phylloplane/Leaf|Host-associated > Plants > Phyllosphere > Stem
Gs0156819	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0156820	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156821	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156822	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156823	2	Environmental > Terrestrial > Soil > Grasslands > Bulk soil|Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0156824	1	Environmental > Terrestrial > Soil > Tundra > Bulk soil
Gs0156825	2	Engineered > Artificial ecosystem > Water microcosm|Environmental > Aquatic > Freshwater > Lake
Gs0156826	1	Environmental > Terrestrial > Soil > Wetlands
Gs0156827	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Environmental > Terrestrial > Soil > Contaminated
Gs0156829	2	Engineered > Industrial production > Chemical products|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156830	2	Engineered > Industrial production > Chemical products|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156831	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156832	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156833	1	Environmental > Terrestrial > Soil > Temperate forest > Humus
Gs0156834	1	Environmental > Aquatic > Marine > Intertidal zone > Salt marsh sediment
Gs0156835	1	Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0156836	1	Environmental > Terrestrial > Soil
Gs0156837	2	Environmental > Terrestrial > Soil > Garden|Host-associated > Plants > Roots > Rhizosphere
Gs0156838	1	Environmental > Terrestrial > Soil
Gs0156839	1	Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0156840	3	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline lake|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline lake > Sediment|Environmental > Terrestrial > Soil > Lakeshore
Gs0156841	1	Engineered > Industrial production > Engineered product
Gs0156842	1	Environmental > Terrestrial > Soil
Gs0156843	1	Environmental > Terrestrial > Soil > Boreal forest/Taiga > Bulk soil
Gs0156844	2	Engineered > Sewage treatment plant > Sludge|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156845	1	Environmental > Terrestrial > Soil > Desert
Gs0156846	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156847	2	Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Forest
Gs0156848	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156849	2	Engineered > Industrial production > Chemical products|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156850	2	Environmental > Terrestrial > Soil|Host-associated > Arthropoda: Insects > Digestive system > Gut
Gs0156851	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156852	2	Environmental > Terrestrial > Soil > Chaparral|Environmental > Terrestrial > Soil > Desert
Gs0156853	1	Environmental > Terrestrial > Soil > Garden
Gs0156854	1	Environmental > Aquatic > Freshwater > Storm water > Urban floodwater
Gs0156855	1	Environmental > Terrestrial > Soil > Tundra
Gs0156856	8	Environmental > Terrestrial > Soil > Grasslands|Environmental > Terrestrial > Soil > Tropical forest > Bulk soil|Host-associated > Mammals > Digestive system > Large intestine > Fecal|Host-associated > Mammals > Digestive system > Oral cavity > Saliva|Host-associated > Mammals > Integumentary system > Sebaceous glands > Sebum|Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva|Host-associated > Mammals: Human > Integumentary system > Sebaceous glands > Sebum
Gs0156857	3	Engineered > Industrial production > Chemical products > Distilled water|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0156858	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156859	3	Engineered > Industrial production > Chemical products > Distilled water|Environmental > Aquatic > Freshwater|Environmental > Terrestrial > Soil > Grasslands
Gs0156860	1	Environmental > Terrestrial > Soil > Grasslands
Gs0156865	6	Engineered > Built environment > Animal cage > Reptile cage|Environmental > Aquatic > Freshwater|Environmental > Terrestrial > Soil|Host-associated > Reptilia > Digestive system > Large intestine > Fecal|Host-associated > Reptilia > Digestive system > Oral cavity > Saliva|Host-associated > Reptilia > Integumentary system > Skin
Gs0156866	1	Environmental > Terrestrial > Soil > Boreal forest/Taiga > Bulk soil
Gs0156867	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0156868	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0156869	1	Engineered > WWTP > Wastewater
Gs0156870	3	Environmental > Terrestrial > Soil > Chaparral|Environmental > Terrestrial > Soil > Grasslands|Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0156871	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0156872	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156873	2	Environmental > Terrestrial > Soil > City park|Environmental > Terrestrial > Soil > Garden > Green roof
Gs0156874	1	Environmental > Terrestrial > Plant litter
Gs0156875	2	Environmental > Terrestrial > Soil > Grasslands|Host-associated > Plants > Roots > Rhizosphere
Gs0156879	1	Environmental > Terrestrial > Plant litter
Gs0157272	3	Engineered > Industrial production > Chemical products > Reagent blank|Environmental > Aquatic > Freshwater > Pond|Environmental > Aquatic > Freshwater > Pond > Sediment
Gs0157273	1	Environmental > Aquatic > Marine > Intertidal zone > Salt marsh
Gs0157274	2	Environmental > Terrestrial > Soil > Glacial till|Host-associated > Plants > Peat moss
Gs0157281	1	Engineered > Modeled > Simulated communities (contig mixture)
Gs0157293	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Sediment
Gs0157299	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment
Gs0157300	1	Host-associated > Invertebrates > Nematoda
Gs0159098	1	Environmental > Terrestrial > Soil > Desert
Gs0159099	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0159100	1	Environmental > Terrestrial > Soil > Temperate forest > A horizon/Topsoil
Gs0159101	4	Engineered > Solid waste > Animal waste > Manure|Environmental > Aquatic > Freshwater > River|Environmental > Terrestrial > Soil > Agricultural land|Host-associated > Plants > Phyllosphere
Gs0159102	2	Environmental > Aquatic > Aquaculture > Shrimp pond|Host-associated > Arthropoda: Crustaceans > Larva > Gut
Gs0159103	1	Environmental > Terrestrial > Soil > Wetlands
Gs0159104	1	Environmental > Terrestrial > Soil > Temperate forest
Gs0159105	1	Environmental > Terrestrial > Soil > Tundra > Permafrost
Gs0159106	2	Environmental > Terrestrial > Soil > Shrubland|Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0159107	1	Environmental > Terrestrial > Soil > Grasslands
Gs0159108	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0159109	11	Engineered > Modeled > Simulated communities (DNA mixture)|Environmental > Aquatic > Freshwater > Creek|Environmental > Aquatic > Freshwater > Lake > Epilimnion/Euphotic zone|Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Intertidal zone > Estuary|Environmental > Terrestrial > Soil > Desert|Environmental > Terrestrial > Soil > Grasslands|Environmental > Terrestrial > Soil > Temperate forest|Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva|Host-associated > Mammals: Human > Integumentary system > Skin > Skin surface
Gs0159110	1	Environmental > Terrestrial > Soil > Grasslands
Gs0159111	1	Environmental > Terrestrial > Soil
Gs0159112	1	Environmental > Terrestrial > Soil
Gs0159113	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0159114	2	Environmental > Terrestrial > Soil > Agricultural land|Environmental > Terrestrial > Soil > Grasslands
Gs0159115	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0159116	2	Environmental > Terrestrial > Soil > Agricultural land|Environmental > Terrestrial > Soil > Temperate forest > B horizon/Subsoil
Gs0159117	1	Environmental > Terrestrial > Soil > Paddy field/soil
Gs0159118	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0159119	3	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0159120	2	Environmental > Terrestrial > Soil > Shrubland > Bulk soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0159121	3	Environmental > Terrestrial > Soil > Agricultural land|Host-associated > Mammals > Digestive system > Large intestine > Fecal|Host-associated > Plants > Roots > Taproot
Gs0159122	1	Environmental > Terrestrial > Soil > Grasslands
Gs0159123	2	Environmental > Terrestrial > Soil|Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0159124	1	Environmental > Terrestrial > Soil
Gs0159129	13	Environmental > Aquatic > Deep subsurface > Groundwater|Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Sediment|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Sediment|Environmental > Aquatic > Thermal springs > Acid lake > Sediment|Environmental > Aquatic > Thermal springs > Hot (42-90C)|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment|Environmental > Aquatic > Thermal springs > Tepid (25-34C)|Environmental > Aquatic > Thermal springs > Tepid (25-34C) > Sediment|Environmental > Aquatic > Thermal springs > Warm (34-42C)|Environmental > Aquatic > Thermal springs > Warm (34-42C) > Sediment|Environmental > Terrestrial > Soil
Gs0159130	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0159131	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0159132	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0159133	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0159134	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0159135	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0159136	1	Host-associated > Arthropoda: Chelicerates > Cell Line > ISE6
Gs0159137	1	Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva
Gs0159138	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0159139	2	Host-associated > Mammals: Human > Circulatory system > Blood > Plasma|Host-associated > Mammals: Human > Respiratory system > Lung
Gs0159140	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0159141	1	Host-associated > Birds > Digestive system > Large intestine > Fecal
Gs0159142	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0159143	1	Host-associated > Plants > Phyllosphere > Caulosphere > Bark
Gs0159144	1	Host-associated > Mammals > Circulatory system > Blood
Gs0159145	1	Environmental > Aquatic > Marine > Oceanic
