study_gold_id	path_count	paths
Gs0133346	2	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Integumentary system > Mammary gland > Milk
Gs0133347	1	Engineered > Wastewater > Industrial wastewater > Mine water
Gs0133348	1	Environmental > Aquatic > Marine
Gs0133349	1	Environmental > Aquatic > Freshwater > Wetlands > Sediment
Gs0133350	2	Environmental > Aquatic > Marine|Host-associated > Mollusca > Digestive system
Gs0133351	1	Host-associated > Porifera > Sponge
Gs0133352	1	Environmental > Aquatic > Marine > Coastal
Gs0133353	1	Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0133354	1	Environmental > Aquatic > Marine > Harbor
Gs0133355	1	Environmental > Aquatic > Freshwater > Ice > Cryoconite
Gs0133356	1	Environmental > Aquatic > Marine > Hydrothermal vents > Sediment
Gs0133357	1	Environmental > Aquatic > Marine
Gs0133358	1	Environmental > Air > Indoor Air > Dust
Gs0133359	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0133360	1	Environmental > Aquatic > Marine
Gs0133361	1	Environmental > Aquatic > Freshwater > Groundwater
Gs0133362	1	Engineered > Industrial production > Engineered product
Gs0133363	1	Engineered > Industrial production > Biochar
Gs0133364	1	Environmental > Terrestrial > Soil
Gs0133365	1	Environmental > Aquatic > Marine
Gs0133366	1	Environmental > Aquatic > Marine
Gs0133367	1	Environmental > Aquatic > Freshwater > Lake
Gs0133368	2	Host-associated > Arthropoda: Insects > Digestive system > Gut|Host-associated > Arthropoda: Insects > Digestive system > Midgut
Gs0133369	1	Environmental > Terrestrial > Soil
Gs0133370	4	Environmental > Aquatic > Freshwater|Environmental > Aquatic > Freshwater > Sediment|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Sediment
Gs0133371	1	Environmental > Terrestrial > Soil > Meadow
Gs0133372	1	Host-associated > Birds > Digestive system > Large intestine > Fecal
Gs0133373	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Sea ice
Gs0133374	1	Engineered > Wastewater > Activated Sludge
Gs0133375	1	Environmental > Terrestrial > Nest > Insects nest > Beehive: Pollen
Gs0133376	1	Environmental > Aquatic > Freshwater > Lake
Gs0133387	1	Environmental > Aquatic > Marine > Sediment
Gs0133389	2	Environmental > Aquatic > Freshwater > Groundwater|Environmental > Aquatic > Freshwater > Groundwater > Aquifer
Gs0133404	3	Environmental > Aquatic > Marine > Deep subsurface > Rock|Environmental > Aquatic > Marine > Oceanic > Rock|Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0133406	1	Engineered > Bioreactor > Anaerobic
Gs0133407	3	Engineered > Modeled > Simulated communities (microbial mixture)|Engineered > WWTP > Influent > Raw wastewater > Municipal and sewage|Environmental > Terrestrial > Soil > Soil crust > Biological
Gs0133408	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0133409	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0133410	1	Engineered > Artificial ecosystem > Mesocosm > Soil
Gs0133411	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0133417	1	Engineered > Bioreactor > Anaerobic > Biofilm
Gs0133428	1	Environmental > Aquatic > Freshwater > Lake > Epilimnion/Euphotic zone
Gs0133434	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0133435	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0133437	3	Environmental > Aquatic > Marine > Intertidal zone > Microbialites|Environmental > Aquatic > Marine > Intertidal zone > Sediment|Environmental > Terrestrial > Soil > Wetlands
Gs0133438	3	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Microbial mats|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Microbial mats|Environmental > Terrestrial > Rock-dwelling (subaerial biofilms)
Gs0133439	1	Environmental > Terrestrial > Oil reservoir
Gs0133441	1	Environmental > Aquatic > Marine > Coastal
Gs0133442	1	Environmental > Aquatic > Freshwater > Groundwater > Aquifer
Gs0133443	1	Engineered > Modeled
Gs0133445	1	Environmental > Aquatic > Marine > Hydrothermal vents
Gs0133450	1	Environmental > Terrestrial > Soil > Sand > Forest soil
Gs0133454	1	Environmental > Terrestrial > Oil reservoir
Gs0133460	1	Environmental > Aquatic > Freshwater > River
Gs0133461	2	Engineered > Industrial production > Chemical products > Reagent blank|Environmental > Aquatic > Marine > Cold seeps > Sediment
Gs0133482	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0133492	2	Environmental > Aquatic > Marine > Coastal > Sediment|Environmental > Aquatic > Marine > Sediment
Gs0133493	2	Environmental > Aquatic > Marine > Abyssopelagic|Environmental > Aquatic > Marine > Ocean trench
Gs0133502	1	Engineered > Built environment > Tailings pond
Gs0133503	1	Engineered > Wastewater > Activated Sludge
Gs0133504	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Acidic
Gs0133509	1	Engineered > Wastewater > Industrial wastewater > Petrochemical
Gs0133511	10	Engineered > Industrial production > Chemical products > Lab-grade water|Environmental > Air > Indoor Air|Environmental > Aquatic > Freshwater > Ice|Environmental > Aquatic > Freshwater > Ice > Glacier|Environmental > Aquatic > Freshwater > Lake > Sediment|Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Bathypelagic|Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Coastal > Brine|Environmental > Aquatic > Marine > Mesopelagic
Gs0133512	3	Environmental > Terrestrial > Soil > Agricultural land|Host-associated > Plants > Phyllosphere|Host-associated > Plants > Phyllosphere > Phylloplane/Leaf
Gs0133535	2	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Athalassic|Environmental > Terrestrial > Cave > Wall > Biofilm
Gs0133538	1	Environmental > Aquatic > Marine > Hydrothermal vents > Microbial mats
Gs0133540	2	Environmental > Terrestrial > Soil > Agricultural land|Host-associated > Plants > Roots > Rhizosphere
Gs0133548	1	Environmental > Aquatic > Freshwater > Wetlands > Sediment
Gs0133566	1	Engineered > Wastewater > Industrial wastewater > Mine water > Sediment
Gs0133568	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0133657	2	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Hypolimnion/Profundal zone
Gs0134225	1	Host-associated > Mammals > Reproductive system > Vagina
Gs0134229	1	Engineered > Bioreactor > Aerobic
Gs0134234	1	Host-associated > Fish > Digestive system > Intestine
Gs0134237	2	Engineered > Bioremediation > Persistent organic pollutants (POP)|Engineered > Lab enrichment > Defined media > Anaerobic media
Gs0134238	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0134249	1	Environmental > Terrestrial > Soil > Permafrost
Gs0134250	2	Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Coastal > Sediment
Gs0134254	1	Engineered > Wastewater > Anaerobic digestor
Gs0134256	1	Environmental > Terrestrial > Soil > Desert
Gs0134259	1	Environmental > Aquatic > Freshwater > Groundwater > Acid Mine Drainage
Gs0134273	1	Engineered > Bioreactor > Anaerobic
Gs0134277	2	Host-associated > Plants > Roots > Rhizosphere|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0134283	2	Environmental > Aquatic > Marine > Coastal|Host-associated > Cephalochordata > Digestive system > Intestine > Fecal
Gs0134287	1	Host-associated > Arthropoda: Insects > Digestive system > Gut
Gs0134309	1	Environmental > Terrestrial > Soil > Organic layer
Gs0134330	1	Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0134331	1	Environmental > Terrestrial > Plant litter
Gs0134339	1	Environmental > Aquatic > Freshwater > Drinking water > Delivery networks
Gs0134341	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0134344	1	Environmental > Aquatic > Freshwater > River
Gs0134347	1	Host-associated > Invertebrates > Cnidaria
Gs0134355	1	Engineered > Wastewater > Sewage
Gs0134356	1	Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0134360	2	Environmental > Aquatic > Sediment|Environmental > Aquatic > Thermal springs > Sediment
Gs0134501	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0134576	1	Environmental > Aquatic > Marine > Oceanic > Photic zone
Gs0134577	1	Engineered > Wastewater > Industrial wastewater
Gs0134589	1	Environmental > Terrestrial > Rock-dwelling (endoliths)
Gs0134590	1	Environmental > Aquatic > Marine > Wetlands > Sediment
Gs0134591	3	Engineered > Industrial production > Chemical products > Sheath fluid|Environmental > Aquatic > Thermal springs > Hot (42-90C)|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment
Gs0134592	1	Environmental > Terrestrial > Soil > Contaminated > Pesticide
Gs0134596	1	Host-associated > Plants > Tissue
Gs0134604	1	Engineered > Food production > Fermented beverages
Gs0134615	1	Environmental > Aquatic > Marine > Coastal
Gs0134622	1	Host-associated > Porifera > Sponge
Gs0134623	1	Host-associated > Porifera > Sponge
Gs0134626	1	Environmental > Aquatic > Marine > Oceanic
Gs0134627	3	Environmental > Terrestrial > Soil > Palsa > Peat permafrost|Environmental > Terrestrial > Soil > Wetlands > Peat|Environmental > Terrestrial > Soil > Wetlands > Permafrost
Gs0134630	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Sediment
Gs0134631	1	Host-associated > Porifera > Sponge
Gs0134635	2	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Microbial mats|Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Sediment
Gs0135003	1	Host-associated > Porifera > Sponge
Gs0135004	1	Engineered > Bioremediation
Gs0135010	1	Engineered > Lab culture > Culture media > Archaea
Gs0135015	1	Environmental > Aquatic > Freshwater > Ice > Glacier
Gs0135021	1	Environmental > Aquatic > Freshwater > Groundwater > Acid Mine Drainage
Gs0135022	1	Environmental > Aquatic > Freshwater > Ice > Glacier
Gs0135024	1	Environmental > Aquatic > Freshwater > Ice > Glacier
Gs0135057	1	Engineered > Food production > Dairy products
Gs0135058	1	Environmental > Terrestrial > Soil
Gs0135059	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0135060	2	Engineered > Food production|Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva
Gs0135061	1	Environmental > Terrestrial > Soil > Contaminated
Gs0135062	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0135063	1	Environmental > Aquatic > Freshwater > River
Gs0135064	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135065	1	Engineered > Modeled > Simulated communities (microbial mixture)
Gs0135066	2	Environmental > Terrestrial > Soil > Agricultural land|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0135067	4	Environmental > Aquatic > Freshwater > River|Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Intertidal zone|Environmental > Aquatic > Marine > Intertidal zone > Estuary
Gs0135068	1	Engineered > Industrial production > Engineered product
Gs0135069	1	Host-associated > Birds > Digestive system > Large intestine > Fecal
Gs0135070	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0135071	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135072	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135073	2	Host-associated > Birds > Digestive system > Large intestine > Cloaca|Host-associated > Birds > Digestive system > Large intestine > Fecal
Gs0135074	2	Environmental > Aquatic > Freshwater > River|Host-associated > Mollusca
Gs0135075	1	Host-associated > Plants > Roots
Gs0135076	5	Engineered > Industrial production > Chemical products > Reagent blank|Host-associated > Mammals: Human > Remains > Mummified remains > Large intestine content|Host-associated > Mammals: Human > Remains > Mummified remains > Muscle tissue|Host-associated > Mammals: Human > Remains > Mummified remains > Small intestine content|Host-associated > Mammals: Human > Remains > Mummified remains > Stomach content
Gs0135077	2	Host-associated > Mammals: Human > Digestive system > Oral cavity > Gingiva|Host-associated > Mammals: Human > Digestive system > Oral cavity > Oral mucosa
Gs0135078	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135079	1	Environmental > Aquatic > Freshwater > Lake
Gs0135080	2	Environmental > Terrestrial > Soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0135081	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0135082	1	Environmental > Aquatic > Marine > Hydrothermal vents > Sediment
Gs0135083	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots
Gs0135084	1	Environmental > Aquatic > Freshwater > Lake
Gs0135085	1	Host-associated > Plants > Roots > Nodule
Gs0135086	5	Engineered > Lab enrichment > Defined media|Engineered > Solid waste > Agricultural waste > Composting|Host-associated > Arthropoda: Chelicerates > Whole body|Host-associated > Arthropoda: Insects > Whole body|Host-associated > Fungi > Mycelium
Gs0135087	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135088	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0135089	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0135090	1	Environmental > Terrestrial > Soil > Fossil
Gs0135091	1	Host-associated > Microbial > Bacteria
Gs0135092	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0135093	1	Engineered > Built environment > Hospital
Gs0135094	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135095	1	Host-associated > Mammals: Human > Respiratory system > Bronchi
Gs0135096	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0135097	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135099	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135101	1	Host-associated > Mammals: Human > Respiratory system > Lung > Alveoli
Gs0135102	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0135103	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135104	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135105	1	Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0135106	1	Host-associated > Mammals: Human > Circulatory system > Blood > Plasma
Gs0135107	2	Engineered > Built environment > City > Subway|Engineered > Built environment > City > Subway > Plastic surface
Gs0135108	2	Host-associated > Mammals > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135109	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135110	11	Host-associated > Mammals: Human > Benign tumor > Polyps > Nasal|Host-associated > Mammals: Human > Circulatory system > Heart > Tricuspid valve|Host-associated > Mammals: Human > Digestive system > Lower gastrointestinal tract > Intestinal mucosa|Host-associated > Mammals: Human > Digestive system > Oral cavity > Buccal mucosa|Host-associated > Mammals: Human > Integumentary system > Skin > Skin tissue|Host-associated > Mammals: Human > Lymphatic system > Lymph nodes|Host-associated > Mammals: Human > Muscular system > Skeletal muscle|Host-associated > Mammals: Human > Reproductive system > External genitalia/Vulva|Host-associated > Mammals: Human > Respiratory system > Lung|Host-associated > Mammals: Human > Skeletal system > Bone > Scull: Ethmoid|Host-associated > Mammals: Human > Skeletal system > Bone > Vertebra
Gs0135111	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135115	1	Engineered > Bioreactor > Aerobic > Activated sludge
Gs0135130	1	Environmental > Aquatic > Freshwater > Ice > Glacier
Gs0135140	1	Host-associated > Plants > Phyllosphere > Cob
Gs0135141	1	Engineered > Lab enrichment > Defined media
Gs0135148	1	Environmental > Aquatic > Deep subsurface > Groundwater
Gs0135149	1	Environmental > Terrestrial > Soil > Floodplain
Gs0135150	1	Environmental > Terrestrial > Soil > Coastal area > Acid sulfate soil
Gs0135151	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0135152	1	Environmental > Aquatic > Marine > Intertidal zone > Salt marsh sediment
Gs0135153	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0135154	2	Environmental > Terrestrial > Soil > Riparian zone > Trees stand|Host-associated > Plants > Roots
Gs0135157	1	Environmental > Terrestrial > Rock-dwelling (endoliths)
Gs0135158	1	Engineered > Lab enrichment > Defined media > Anaerobic media
Gs0135161	2	Host-associated > Plants > Phyllosphere > Phylloplane/Leaf|Host-associated > Plants > Phyllosphere > Stem > Wood/Secondary xylem
Gs0135173	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0135174	1	Engineered > Bioreactor > Anaerobic > Sludge
Gs0135209	1	Environmental > Aquatic > Marine > Sediment
Gs0135211	1	Host-associated > Arthropoda: Insects > Digestive system > Hindgut
Gs0135215	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Salt crystallizer ponds
Gs0135220	1	Environmental > Terrestrial > Soil > Sand > Grasslands
Gs0135228	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0135231	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment
Gs0135232	1	Environmental > Aquatic > Marine > Cold seeps > Sediment
Gs0135235	1	Environmental > Aquatic > Freshwater > Lake
Gs0135240	2	Engineered > Lab enrichment > Defined media|Environmental > Aquatic > Freshwater > Sinkhole
Gs0135243	2	Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Oceanic
Gs0135250	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0135641	2	Environmental > Aquatic > Thermal springs > Hot (42-90C)|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Microbial mats
Gs0135652	1	Environmental > Aquatic > Marine
Gs0135670	1	Environmental > Aquatic > Marine > Ocean trench
Gs0135673	1	Host-associated > Arthropoda: Insects > Digestive system > Gut
Gs0135697	1	Environmental > Terrestrial > Rock-dwelling (endoliths)
Gs0135702	1	Environmental > Aquatic > Marine > Hydrothermal vents > Diffuse flow
Gs0135704	1	Host-associated > Plants > Roots > Nodule
Gs0135713	3	Engineered > Industrial production > Chemical products > Reagent blank|Engineered > Industrial production > Chemical products > Sheath fluid|Environmental > Aquatic > Freshwater > Lake
Gs0135732	1	Environmental > Terrestrial > Soil > Soil crust
Gs0135746	2	Environmental > Aquatic > Marine > Oceanic > Benthic|Environmental > Aquatic > Marine > Oceanic > Crustal Fluids
Gs0135749	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0135752	2	Engineered > Artificial ecosystem > Plant growth chamber > Soil|Engineered > Artificial ecosystem > Soil microcosm
Gs0135753	1	Environmental > Aquatic > Marine > Oceanic
Gs0135754	1	Engineered > Bioreactor > SSF (Solid state fermentation) > Aerobic > Biomass
Gs0135755	3	Environmental > Aquatic > Marine > Oceanic|Environmental > Aquatic > Marine > Oceanic > Crustal Fluids|Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0135756	2	Environmental > Terrestrial > Soil > Agricultural land|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0135757	1	Host-associated > Microbial > Bacteria
Gs0135778	3	Environmental > Terrestrial > Soil > Loam > Forest soil|Environmental > Terrestrial > Soil > Riparian soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0135779	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment
Gs0135780	1	Host-associated > Invertebrates > Cnidaria
Gs0135781	1	Environmental > Aquatic > Marine > Cold seeps > Sediment
Gs0135782	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment
Gs0135785	1	Environmental > Terrestrial > Soil
Gs0135806	2	Environmental > Aquatic > Marine > Oceanic|Environmental > Aquatic > Marine > Oceanic > Crustal Fluids
Gs0135813	1	Environmental > Aquatic > Marine > Oceanic
Gs0135846	1	Environmental > Terrestrial > Soil > Permafrost
Gs0135853	1	Environmental > Aquatic > Marine > Coastal > Sediment
Gs0135855	1	Environmental > Aquatic > Marine > Fjord
Gs0135859	1	Environmental > Aquatic > Marine > Sediment
Gs0135864	1	Host-associated > Mammals: Human > Integumentary system > Skin
Gs0135871	2	Environmental > Aquatic > Marine > Oceanic|Environmental > Aquatic > Marine > Oceanic > Crustal Fluids
Gs0135877	4	Host-associated > Plants > Phyllosphere|Host-associated > Plants > Phyllosphere > Caulosphere|Host-associated > Plants > Phyllosphere > Phylloplane/Leaf|Host-associated > Plants > Roots
Gs0135889	6	Engineered > Lab enrichment > Defined media|Environmental > Aquatic > Freshwater > Pond|Environmental > Aquatic > Freshwater > River > Microbial mats|Environmental > Aquatic > Freshwater > Wetlands|Environmental > Aquatic > Marine > Coastal > Sediment|Environmental > Terrestrial > Soil > Riparian soil
Gs0135899	2	Engineered > Wastewater > Industrial wastewater|Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0135939	3	Environmental > Terrestrial > Soil > Agricultural land|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Environmental > Terrestrial > Soil > Wetlands
Gs0135940	1	Host-associated > Plants > Roots > Rhizosphere
Gs0135941	1	Environmental > Terrestrial > Soil > Wetlands
Gs0135942	4	Environmental > Aquatic > Freshwater > Wetlands > Fen|Environmental > Aquatic > Freshwater > Wetlands > Sediment|Environmental > Aquatic > Freshwater > Wetlands > Soil|Environmental > Terrestrial > Soil > Wetlands
Gs0135943	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Sediment
Gs0135961	1	Environmental > Aquatic > Freshwater > Lake
Gs0135962	1	Environmental > Aquatic > Marine > Oil seeps
Gs0135968	1	Engineered > Modeled > Simulated communities (microbial mixture)
Gs0136002	2	Environmental > Aquatic > Freshwater > Groundwater > Aquifer|Environmental > Terrestrial > Deep subsurface > Aquifer
Gs0136003	1	Environmental > Terrestrial > Soil > Sand > Desert
Gs0136011	1	Environmental > Aquatic > Marine > Coastal
Gs0136019	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Microbial mats
Gs0136026	3	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Sediment|Environmental > Aquatic > Sediment
Gs0136034	1	Engineered > Wastewater > Sewage
Gs0136043	1	Environmental > Terrestrial > Soil > Grasslands
Gs0136044	4	Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Coastal > Sediment|Host-associated > Algae > Brown Algae|Host-associated > Porifera > Sponge
Gs0136047	1	Host-associated > Plants > Roots
Gs0136050	1	Engineered > Artificial ecosystem > Soil microcosm
Gs0136051	1	Environmental > Terrestrial > Soil > Wetlands > Peat
Gs0136052	2	Environmental > Aquatic > Thermal springs|Environmental > Aquatic > Thermal springs > Near-boiling (>90C) > Sediment
Gs0136056	1	Host-associated > Porifera > Sponge
Gs0136060	2	Engineered > Built environment > House > Doormat|Environmental > Aquatic > Freshwater
Gs0136061	3	Environmental > Aquatic > Aquaculture > Shrimp pond|Environmental > Aquatic > Freshwater > Pond > Sediment|Host-associated > Arthropoda: Crustaceans > Digestive system > Gut
Gs0136062	3	Engineered > Industrial production > Chemical products > Lab-grade water|Engineered > Lab synthesis|Host-associated > Mammals: Human > Circulatory system > Blood > Serum
Gs0136063	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0136064	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0136065	1	Engineered > Wastewater > Activated Sludge
Gs0136066	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0136067	1	Host-associated > Plants > Roots > Rhizosphere
Gs0136068	1	Engineered > Wastewater > Anaerobic digestor
Gs0136069	1	Environmental > Aquatic > Freshwater > River
Gs0136070	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0136071	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0136072	9	Engineered > Industrial production > Chemical products > Distilled water|Engineered > Modeled|Engineered > Wastewater > Sewage|Environmental > Aquatic|Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Sand|Host-associated > Birds > Digestive system > Large intestine > Fecal|Host-associated > Mammals > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0136073	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0136074	1	Environmental > Aquatic > Freshwater > River
Gs0136075	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0136076	1	Environmental > Aquatic > Marine > Oceanic
Gs0136077	1	Engineered > Wastewater > Activated Sludge
Gs0136078	5	Host-associated > Birds > Digestive system > Large intestine > Ceca|Host-associated > Birds > Digestive system > Large intestine > Colon|Host-associated > Birds > Digestive system > Small intestine > Duodenum|Host-associated > Birds > Digestive system > Small intestine > Ileum|Host-associated > Birds > Digestive system > Small intestine > Jejunum
Gs0136079	2	Environmental > Aquatic > Marine|Host-associated > Invertebrates > Cnidaria
Gs0136080	1	Environmental > Aquatic > Freshwater > Sediment
Gs0136081	1	Environmental > Terrestrial > Soil
Gs0136082	1	Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0136083	6	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Oral cavity > Buccal mucosa|Host-associated > Mammals: Human > Digestive system > Oral cavity > Supragingival plaque|Host-associated > Mammals: Human > Digestive system > Oral cavity > Tongue dorsum|Host-associated > Mammals: Human > Reproductive system > Vagina > Posterior fornix|Host-associated > Mammals: Human > Respiratory system > Nasal cavity > Anterior nares
Gs0136084	1	Engineered > Wastewater > Anaerobic digestor
Gs0136085	1	Environmental > Terrestrial > Soil
Gs0136086	1	Host-associated > Arthropoda: Chelicerates > Whole body
Gs0136090	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0136091	1	Engineered > Modeled > Simulated communities (microbial mixture)
Gs0136105	2	Environmental > Terrestrial > Soil > Contaminated|Environmental > Terrestrial > Soil > Oil-contaminated
Gs0136119	1	Engineered > Bioreactor > Anaerobic
Gs0136120	3	Environmental > Terrestrial > Soil > Desert|Environmental > Terrestrial > Soil > Soil crust > Biological|Environmental > Terrestrial > Soil > Sub-biocrust
Gs0136121	2	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Epilimnion/Euphotic zone
Gs0136122	2	Environmental > Aquatic > Marine > Wetlands > Sediment|Environmental > Terrestrial > Soil > Wetlands
Gs0136127	1	Environmental > Aquatic > Marine > Sediment
Gs0136135	1	Environmental > Terrestrial > Oil reservoir
Gs0136136	1	Environmental > Aquatic > Marine > Intertidal zone > Coral reef
Gs0136137	1	Environmental > Aquatic > Freshwater > Lake
Gs0136139	1	Host-associated > Plants > Mixed parts
Gs0136148	1	Environmental > Aquatic > Freshwater > Creek > Sediment
Gs0139416	2	Engineered > WWTP > Wastewater|Environmental > Aquatic > Marine > Coastal
Gs0139522	1	Engineered > Built environment > Building
Gs0140985	3	Environmental > Aquatic > Marine > Oceanic > Abyssal plane|Environmental > Aquatic > Marine > Oceanic > Crustal Fluids|Environmental > Aquatic > Marine > Oceanic > Oceanic crust
Gs0140997	1	Environmental > Aquatic > Freshwater > River > Periphyton
Gs0141000	1	Engineered > Modeled > Simulated communities (sequence read mixture)
Gs0141001	3	Environmental > Aquatic > Deep subsurface > Groundwater > Coalbed methane well water|Environmental > Terrestrial > Deep subsurface > Coalbed methane well > Coal core|Environmental > Terrestrial > Deep subsurface > Coalbed methane well > Coal slurry
Gs0141017	3	Engineered > WWTP > Wastewater|Engineered > Wastewater > Activated Sludge|Environmental > Aquatic > Freshwater > River
Gs0141020	2	Environmental > Aquatic > Floodplain > Sediment|Environmental > Terrestrial > Soil > Floodplain > Sediment
Gs0141280	4	Engineered > Built environment|Engineered > Food production > Fermented vegetables|Engineered > Industrial production > Engineered product|Host-associated > Plants > Phyllosphere > Phylloplane/Leaf
Gs0141783	3	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Neutral|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment|Environmental > Terrestrial > Mud volcano
Gs0141787	1	Environmental > Aquatic > Marine > Marine lake
