canonical_path	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	leaf_label	depth	gold_node_count	organism_count	study_count	biosample_count	total_assertions	gold_node_ids
Environmental > Terrestrial > Soil > Pasture > Mineral soil	Environmental	Terrestrial	Soil	Pasture	Mineral soil	Mineral soil	5	1	0	0	0	0	gold.ecosystem:8079
Environmental > Terrestrial > Soil > Pasture > O horizen/Organic layer	Environmental	Terrestrial	Soil	Pasture	O horizen/Organic layer	O horizen/Organic layer	5	1	0	0	0	0	gold.ecosystem:8077
Environmental > Terrestrial > Soil > Peat > Fen	Environmental	Terrestrial	Soil	Peat	Fen	Fen	5	1	0	0	0	0	gold.ecosystem:5804
Environmental > Terrestrial > Soil > Peat > Lignite	Environmental	Terrestrial	Soil	Peat	Lignite	Lignite	5	1	0	0	0	0	gold.ecosystem:6466
Environmental > Terrestrial > Soil > Peat > Mire	Environmental	Terrestrial	Soil	Peat	Mire	Mire	5	1	0	0	0	0	gold.ecosystem:5809
Environmental > Terrestrial > Soil > Peat > Palsa	Environmental	Terrestrial	Soil	Peat	Palsa	Palsa	5	1	0	0	0	0	gold.ecosystem:5816
Environmental > Terrestrial > Soil > Peat > Permafrost	Environmental	Terrestrial	Soil	Peat	Permafrost	Permafrost	5	1	0	0	0	0	gold.ecosystem:5808
Environmental > Terrestrial > Soil > Proglacial area	Environmental	Terrestrial	Soil	Proglacial area		Proglacial area	4	1	0	0	0	0	gold.ecosystem:6299
Environmental > Terrestrial > Soil > Proglacial area > Forefield soil	Environmental	Terrestrial	Soil	Proglacial area	Forefield soil	Forefield soil	5	1	0	0	0	0	gold.ecosystem:6300
Environmental > Terrestrial > Soil > Ranch	Environmental	Terrestrial	Soil	Ranch		Ranch	4	1	0	0	0	0	gold.ecosystem:5726
Environmental > Terrestrial > Soil > Ranch > Agricultural land	Environmental	Terrestrial	Soil	Ranch	Agricultural land	Agricultural land	5	1	0	0	0	0	gold.ecosystem:5727
Environmental > Terrestrial > Soil > Riparian zone	Environmental	Terrestrial	Soil	Riparian zone		Riparian zone	4	2	0	0	0	0	gold.ecosystem:7680|gold.ecosystem:7681
Environmental > Terrestrial > Soil > Riparian zone > Trees stand	Environmental	Terrestrial	Soil	Riparian zone	Trees stand	Trees stand	5	1	0	0	0	0	gold.ecosystem:7682
Environmental > Terrestrial > Soil > Shrubland	Environmental	Terrestrial	Soil	Shrubland		Shrubland	4	2	0	0	0	0	gold.ecosystem:7808|gold.ecosystem:7809
Environmental > Terrestrial > Soil > Shrubland > Bulk soil	Environmental	Terrestrial	Soil	Shrubland	Bulk soil	Bulk soil	5	1	0	0	0	0	gold.ecosystem:7810
Environmental > Terrestrial > Soil > Soil crust > Physical	Environmental	Terrestrial	Soil	Soil crust	Physical	Physical	5	1	0	0	0	0	gold.ecosystem:7687
Environmental > Terrestrial > Soil > Sub-biocrust	Environmental	Terrestrial	Soil	Sub-biocrust		Sub-biocrust	4	2	0	0	0	0	gold.ecosystem:7707|gold.ecosystem:7708
Environmental > Terrestrial > Soil > Tailings	Environmental	Terrestrial	Soil	Tailings		Tailings	4	2	0	0	0	0	gold.ecosystem:7796|gold.ecosystem:7797
Environmental > Terrestrial > Soil > Temperate forest > A horizon/Topsoil	Environmental	Terrestrial	Soil	Temperate forest	A horizon/Topsoil	A horizon/Topsoil	5	1	0	0	0	0	gold.ecosystem:6008
Environmental > Terrestrial > Soil > Temperate forest > B horizon/Subsoil	Environmental	Terrestrial	Soil	Temperate forest	B horizon/Subsoil	B horizon/Subsoil	5	1	0	0	0	0	gold.ecosystem:6010
Environmental > Terrestrial > Soil > Temperate forest > C horizon/Substratum	Environmental	Terrestrial	Soil	Temperate forest	C horizon/Substratum	C horizon/Substratum	5	1	0	0	0	0	gold.ecosystem:6012
Environmental > Terrestrial > Soil > Temperate forest > E horizon/Subsurface	Environmental	Terrestrial	Soil	Temperate forest	E horizon/Subsurface	E horizon/Subsurface	5	1	0	0	0	0	gold.ecosystem:6009
Environmental > Terrestrial > Soil > Temperate forest > Humus	Environmental	Terrestrial	Soil	Temperate forest	Humus	Humus	5	1	0	0	0	0	gold.ecosystem:6007
Environmental > Terrestrial > Soil > Temperate forest > O horizon/Organic	Environmental	Terrestrial	Soil	Temperate forest	O horizon/Organic	O horizon/Organic	5	1	0	0	0	0	gold.ecosystem:6006
Environmental > Terrestrial > Soil > Tropical forest > B horizon/Subsoil	Environmental	Terrestrial	Soil	Tropical forest	B horizon/Subsoil	B horizon/Subsoil	5	1	0	0	0	0	gold.ecosystem:6021
Environmental > Terrestrial > Soil > Tropical forest > C horizon/Substratum	Environmental	Terrestrial	Soil	Tropical forest	C horizon/Substratum	C horizon/Substratum	5	1	0	0	0	0	gold.ecosystem:6022
Environmental > Terrestrial > Soil > Tropical forest > E horizon/Subsurface	Environmental	Terrestrial	Soil	Tropical forest	E horizon/Subsurface	E horizon/Subsurface	5	1	0	0	0	0	gold.ecosystem:6020
Environmental > Terrestrial > Soil > Tropical forest > Humus	Environmental	Terrestrial	Soil	Tropical forest	Humus	Humus	5	1	0	0	0	0	gold.ecosystem:6018
Environmental > Terrestrial > Soil > Tropical forest > Mineral soil	Environmental	Terrestrial	Soil	Tropical forest	Mineral soil	Mineral soil	5	1	0	0	0	0	gold.ecosystem:6015
Environmental > Terrestrial > Soil > Tropical forest > O horizon/Organic layer	Environmental	Terrestrial	Soil	Tropical forest	O horizon/Organic layer	O horizon/Organic layer	5	1	0	0	0	0	gold.ecosystem:6017
Environmental > Terrestrial > Soil > Tundra > Bulk soil	Environmental	Terrestrial	Soil	Tundra	Bulk soil	Bulk soil	5	1	0	0	0	0	gold.ecosystem:5903
Environmental > Terrestrial > Soil > Tundra > Organic layer	Environmental	Terrestrial	Soil	Tundra	Organic layer	Organic layer	5	1	0	0	0	0	gold.ecosystem:7801
Environmental > Terrestrial > Soil > Unclassified > Alpine	Environmental	Terrestrial	Soil		Alpine	Alpine	5	1	0	0	0	0	gold.ecosystem:5439
Environmental > Terrestrial > Soil > Unclassified > Meadow	Environmental	Terrestrial	Soil		Meadow	Meadow	5	1	0	0	0	0	gold.ecosystem:5420
Environmental > Terrestrial > Soil > Unclassified > Riparian soil	Environmental	Terrestrial	Soil		Riparian soil	Riparian soil	5	1	0	0	0	0	gold.ecosystem:5244
Environmental > Terrestrial > Soil > Urban forest	Environmental	Terrestrial	Soil	Urban forest		Urban forest	4	2	0	0	0	0	gold.ecosystem:8393|gold.ecosystem:8394
Environmental > Terrestrial > Soil > Vadose zone	Environmental	Terrestrial	Soil	Vadose zone		Vadose zone	4	2	0	0	0	0	gold.ecosystem:5819|gold.ecosystem:5820
Environmental > Terrestrial > Soil > Vadose zone > Saprolite	Environmental	Terrestrial	Soil	Vadose zone	Saprolite	Saprolite	5	1	0	0	0	0	gold.ecosystem:5821
Environmental > Terrestrial > Soil > Watershed	Environmental	Terrestrial	Soil	Watershed		Watershed	4	2	0	0	0	0	gold.ecosystem:5614|gold.ecosystem:5615
Environmental > Terrestrial > Soil > Wetland-upland transition	Environmental	Terrestrial	Soil	Wetland-upland transition		Wetland-upland transition	4	2	0	0	0	0	gold.ecosystem:8252|gold.ecosystem:8253
Environmental > Terrestrial > Soil > Wetland-upland transition > Freshwater marsh	Environmental	Terrestrial	Soil	Wetland-upland transition	Freshwater marsh	Freshwater marsh	5	1	0	0	0	0	gold.ecosystem:8260
Environmental > Terrestrial > Soil > Wetland-upland transition > Salt marsh	Environmental	Terrestrial	Soil	Wetland-upland transition	Salt marsh	Salt marsh	5	1	0	0	0	0	gold.ecosystem:8254
Environmental > Terrestrial > Soil > Wetlands > Peat	Environmental	Terrestrial	Soil	Wetlands	Peat	Peat	5	1	0	0	0	0	gold.ecosystem:7675
Environmental > Terrestrial > Soil > Wetlands > Salt marsh	Environmental	Terrestrial	Soil	Wetlands	Salt marsh	Salt marsh	5	1	0	0	0	0	gold.ecosystem:8216
Environmental > Terrestrial > Soil > Wetlands > Vernal pools	Environmental	Terrestrial	Soil	Wetlands	Vernal pools	Vernal pools	5	1	0	0	0	0	gold.ecosystem:8553
Environmental > Terrestrial > Soil-bedrock interface	Environmental	Terrestrial	Soil-bedrock interface			Soil-bedrock interface	3	3	0	0	0	0	gold.ecosystem:6081|gold.ecosystem:6082|gold.ecosystem:6083
Environmental > Terrestrial > Subsurface	Environmental	Terrestrial	Subsurface			Subsurface	3	1	0	0	0	0	gold.ecosystem:7102
Environmental > Terrestrial > Volcanic > Fumaroles > Sediment	Environmental	Terrestrial	Volcanic	Fumaroles	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:7807
Host-associated > Algae > Biocrust	Host-associated	Algae	Biocrust			Biocrust	3	3	0	0	0	0	gold.ecosystem:5813|gold.ecosystem:5814|gold.ecosystem:5815
Host-associated > Algae > Brown Algae > Whole body	Host-associated	Algae	Brown Algae	Whole body		Whole body	4	2	0	0	0	0	gold.ecosystem:8210|gold.ecosystem:8211
Host-associated > Algae > Cryptomonads/Cryptophytes	Host-associated	Algae	Cryptomonads/Cryptophytes			Cryptomonads/Cryptophytes	3	3	0	0	0	0	gold.ecosystem:8397|gold.ecosystem:8398|gold.ecosystem:8399
Host-associated > Algae > Golden Algae	Host-associated	Algae	Golden Algae			Golden Algae	3	3	0	0	0	0	gold.ecosystem:4833|gold.ecosystem:4834|gold.ecosystem:4835
Host-associated > Algae > Green algae > Ectosymbionts	Host-associated	Algae	Green algae	Ectosymbionts		Ectosymbionts	4	2	0	0	0	0	gold.ecosystem:3741|gold.ecosystem:3956
Host-associated > Algae > Haptophytes	Host-associated	Algae	Haptophytes			Haptophytes	3	3	0	0	0	0	gold.ecosystem:4676|gold.ecosystem:4677|gold.ecosystem:4678
Host-associated > Algae > Mixed algae turf	Host-associated	Algae	Mixed algae turf			Mixed algae turf	3	3	0	0	0	0	gold.ecosystem:5905|gold.ecosystem:5906|gold.ecosystem:5907
Host-associated > Algae > Red algae > Ectosymbionts	Host-associated	Algae	Red algae	Ectosymbionts		Ectosymbionts	4	2	0	0	0	0	gold.ecosystem:3743|gold.ecosystem:3958
Host-associated > Algae > Red algae > Embryo	Host-associated	Algae	Red algae	Embryo		Embryo	4	2	0	0	0	0	gold.ecosystem:7225|gold.ecosystem:7226
Host-associated > Algae > Red algae > Whole body	Host-associated	Algae	Red algae	Whole body		Whole body	4	2	0	0	0	0	gold.ecosystem:8212|gold.ecosystem:8213
Host-associated > Algae > Yellow-green algae	Host-associated	Algae	Yellow-green algae			Yellow-green algae	3	3	0	0	0	0	gold.ecosystem:4827|gold.ecosystem:4828|gold.ecosystem:4829
Host-associated > Amoebozoa > Pessonella	Host-associated	Amoebozoa	Pessonella			Pessonella	3	3	0	0	0	0	gold.ecosystem:5291|gold.ecosystem:5292|gold.ecosystem:5293
Host-associated > Amphibia > Digestive system > Biliary tract	Host-associated	Amphibia	Digestive system	Biliary tract		Biliary tract	4	1	0	0	0	0	gold.ecosystem:6952
Host-associated > Amphibia > Digestive system > Intestine	Host-associated	Amphibia	Digestive system	Intestine		Intestine	4	2	0	0	0	0	gold.ecosystem:7292|gold.ecosystem:7293
Host-associated > Amphibia > Respiratory system	Host-associated	Amphibia	Respiratory system			Respiratory system	3	1	0	0	0	0	gold.ecosystem:5168
Host-associated > Amphibia > Respiratory system > Lung	Host-associated	Amphibia	Respiratory system	Lung		Lung	4	2	0	0	0	0	gold.ecosystem:5169|gold.ecosystem:5170
Host-associated > Annelida > Coelom	Host-associated	Annelida	Coelom			Coelom	3	3	0	0	0	0	gold.ecosystem:8446|gold.ecosystem:8449|gold.ecosystem:8450
Host-associated > Annelida > Coelom > Trophosome	Host-associated	Annelida	Coelom	Trophosome		Trophosome	4	2	0	0	0	0	gold.ecosystem:8447|gold.ecosystem:8448
Host-associated > Annelida > Digestive system > Digestive tube	Host-associated	Annelida	Digestive system	Digestive tube		Digestive tube	4	2	0	0	0	0	gold.ecosystem:3889|gold.ecosystem:4767
Host-associated > Annelida > Digestive system > Digestive tube > Extracellular symbionts	Host-associated	Annelida	Digestive system	Digestive tube	Extracellular symbionts	Extracellular symbionts	5	1	0	0	0	0	gold.ecosystem:4329
Host-associated > Annelida > Excretory system	Host-associated	Annelida	Excretory system			Excretory system	3	1	0	0	0	0	gold.ecosystem:5193
Host-associated > Annelida > Gills	Host-associated	Annelida	Gills			Gills	3	3	0	0	0	0	gold.ecosystem:4819|gold.ecosystem:4820|gold.ecosystem:4821
Host-associated > Annelida > Integument > Cuticle	Host-associated	Annelida	Integument	Cuticle		Cuticle	4	2	0	0	0	0	gold.ecosystem:3896|gold.ecosystem:4768
Host-associated > Annelida > Integument > Cuticle > Epibionts	Host-associated	Annelida	Integument	Cuticle	Epibionts	Epibionts	5	1	0	0	0	0	gold.ecosystem:4337
Host-associated > Annelida > Integument > Subcuticular space	Host-associated	Annelida	Integument	Subcuticular space		Subcuticular space	4	2	0	0	0	0	gold.ecosystem:3894|gold.ecosystem:4769
Host-associated > Annelida > Intracellular endosymbionts	Host-associated	Annelida	Intracellular endosymbionts			Intracellular endosymbionts	3	1	0	0	0	0	gold.ecosystem:3556
Host-associated > Annelida > Reproductive system	Host-associated	Annelida	Reproductive system			Reproductive system	3	3	0	0	0	0	gold.ecosystem:3555|gold.ecosystem:4770|gold.ecosystem:4771
Host-associated > Annelida > Reproductive system > Egg capsule	Host-associated	Annelida	Reproductive system	Egg capsule		Egg capsule	4	2	0	0	0	0	gold.ecosystem:3892|gold.ecosystem:4333
Host-associated > Annelida > Reproductive system > Egg capsule > Extracellular	Host-associated	Annelida	Reproductive system	Egg capsule	Extracellular	Extracellular	5	1	0	0	0	0	gold.ecosystem:4332
Host-associated > Arthropoda: Chelicerates > Cell Line	Host-associated	Arthropoda: Chelicerates	Cell Line			Cell Line	3	3	0	0	0	0	gold.ecosystem:7819|gold.ecosystem:7820|gold.ecosystem:7821
Host-associated > Arthropoda: Chelicerates > Cell Line > ISE6	Host-associated	Arthropoda: Chelicerates	Cell Line	ISE6		ISE6	4	2	0	0	0	0	gold.ecosystem:7822|gold.ecosystem:7823
Host-associated > Arthropoda: Crustaceans > Circulatory system	Host-associated	Arthropoda: Crustaceans	Circulatory system			Circulatory system	3	3	0	0	0	0	gold.ecosystem:7219|gold.ecosystem:7603|gold.ecosystem:7604
Host-associated > Arthropoda: Crustaceans > Circulatory system > Heart	Host-associated	Arthropoda: Crustaceans	Circulatory system	Heart		Heart	4	2	0	0	0	0	gold.ecosystem:7336|gold.ecosystem:7337
Host-associated > Arthropoda: Crustaceans > Digestive system > Foregut	Host-associated	Arthropoda: Crustaceans	Digestive system	Foregut		Foregut	4	2	0	0	0	0	gold.ecosystem:7315|gold.ecosystem:7316
Host-associated > Arthropoda: Crustaceans > Digestive system > Foregut > Cardiac stomach	Host-associated	Arthropoda: Crustaceans	Digestive system	Foregut	Cardiac stomach	Cardiac stomach	5	1	0	0	0	0	gold.ecosystem:7319
Host-associated > Arthropoda: Crustaceans > Digestive system > Foregut > Esophagus	Host-associated	Arthropoda: Crustaceans	Digestive system	Foregut	Esophagus	Esophagus	5	1	0	0	0	0	gold.ecosystem:7317
Host-associated > Arthropoda: Crustaceans > Digestive system > Foregut > Pyloric stomach	Host-associated	Arthropoda: Crustaceans	Digestive system	Foregut	Pyloric stomach	Pyloric stomach	5	1	0	0	0	0	gold.ecosystem:7320
Host-associated > Arthropoda: Crustaceans > Digestive system > Hindgut > Anterior chamber	Host-associated	Arthropoda: Crustaceans	Digestive system	Hindgut	Anterior chamber	Anterior chamber	5	1	0	0	0	0	gold.ecosystem:7325
Host-associated > Arthropoda: Crustaceans > Digestive system > Hindgut > Fecal	Host-associated	Arthropoda: Crustaceans	Digestive system	Hindgut	Fecal	Fecal	5	1	0	0	0	0	gold.ecosystem:7328
Host-associated > Arthropoda: Crustaceans > Digestive system > Hindgut > Papillate region	Host-associated	Arthropoda: Crustaceans	Digestive system	Hindgut	Papillate region	Papillate region	5	1	0	0	0	0	gold.ecosystem:7326
Host-associated > Arthropoda: Crustaceans > Digestive system > Hindgut > Rectum	Host-associated	Arthropoda: Crustaceans	Digestive system	Hindgut	Rectum	Rectum	5	1	0	0	0	0	gold.ecosystem:7327
Host-associated > Arthropoda: Crustaceans > Digestive system > Midgut	Host-associated	Arthropoda: Crustaceans	Digestive system	Midgut		Midgut	4	2	0	0	0	0	gold.ecosystem:7215|gold.ecosystem:7321
Host-associated > Arthropoda: Crustaceans > Digestive system > Midgut > Caeca	Host-associated	Arthropoda: Crustaceans	Digestive system	Midgut	Caeca	Caeca	5	1	0	0	0	0	gold.ecosystem:7322
Host-associated > Arthropoda: Crustaceans > Digestive system > Mouth	Host-associated	Arthropoda: Crustaceans	Digestive system	Mouth		Mouth	4	2	0	0	0	0	gold.ecosystem:7601|gold.ecosystem:7602
Host-associated > Arthropoda: Crustaceans > Excretory system	Host-associated	Arthropoda: Crustaceans	Excretory system			Excretory system	3	3	0	0	0	0	gold.ecosystem:7329|gold.ecosystem:7332|gold.ecosystem:7333
Host-associated > Arthropoda: Crustaceans > Excretory system > Antennal/Green glands	Host-associated	Arthropoda: Crustaceans	Excretory system	Antennal/Green glands		Antennal/Green glands	4	2	0	0	0	0	gold.ecosystem:7330|gold.ecosystem:7331
Host-associated > Arthropoda: Crustaceans > Excretory system > Maxillary glands	Host-associated	Arthropoda: Crustaceans	Excretory system	Maxillary glands		Maxillary glands	4	2	0	0	0	0	gold.ecosystem:7334|gold.ecosystem:7335
Host-associated > Arthropoda: Crustaceans > Integumentary system	Host-associated	Arthropoda: Crustaceans	Integumentary system			Integumentary system	3	1	0	0	0	0	gold.ecosystem:8186
Host-associated > Arthropoda: Crustaceans > Integumentary system > Cuticle	Host-associated	Arthropoda: Crustaceans	Integumentary system	Cuticle		Cuticle	4	2	0	0	0	0	gold.ecosystem:8187|gold.ecosystem:8188
Host-associated > Arthropoda: Crustaceans > Integumentary system > Cuticle > Setae	Host-associated	Arthropoda: Crustaceans	Integumentary system	Cuticle	Setae	Setae	5	1	0	0	0	0	gold.ecosystem:8189
Host-associated > Arthropoda: Crustaceans > Larva	Host-associated	Arthropoda: Crustaceans	Larva			Larva	3	3	0	0	0	0	gold.ecosystem:7343|gold.ecosystem:7344|gold.ecosystem:7345
Host-associated > Arthropoda: Crustaceans > Larva > Gut	Host-associated	Arthropoda: Crustaceans	Larva	Gut		Gut	4	2	0	0	0	0	gold.ecosystem:7811|gold.ecosystem:7812
Host-associated > Arthropoda: Crustaceans > Larva > Whole body	Host-associated	Arthropoda: Crustaceans	Larva	Whole body		Whole body	4	2	0	0	0	0	gold.ecosystem:7346|gold.ecosystem:7347
Host-associated > Arthropoda: Crustaceans > Larva: Nauplius > Whole body	Host-associated	Arthropoda: Crustaceans	Larva: Nauplius	Whole body		Whole body	4	2	0	0	0	0	gold.ecosystem:7349|gold.ecosystem:7350
Host-associated > Arthropoda: Crustaceans > Larva: Zoea	Host-associated	Arthropoda: Crustaceans	Larva: Zoea			Larva: Zoea	3	3	0	0	0	0	gold.ecosystem:7353|gold.ecosystem:7354|gold.ecosystem:7355
Host-associated > Arthropoda: Crustaceans > Larva: Zoea > Whole body	Host-associated	Arthropoda: Crustaceans	Larva: Zoea	Whole body		Whole body	4	2	0	0	0	0	gold.ecosystem:7356|gold.ecosystem:7357
Host-associated > Arthropoda: Crustaceans > Post-larva	Host-associated	Arthropoda: Crustaceans	Post-larva			Post-larva	3	3	0	0	0	0	gold.ecosystem:7358|gold.ecosystem:7361|gold.ecosystem:7362
Host-associated > Arthropoda: Crustaceans > Post-larva > Whole body	Host-associated	Arthropoda: Crustaceans	Post-larva	Whole body		Whole body	4	2	0	0	0	0	gold.ecosystem:7359|gold.ecosystem:7360
Host-associated > Arthropoda: Crustaceans > Reproductive system	Host-associated	Arthropoda: Crustaceans	Reproductive system			Reproductive system	3	3	0	0	0	0	gold.ecosystem:7338|gold.ecosystem:7607|gold.ecosystem:7608
Host-associated > Arthropoda: Crustaceans > Reproductive system > Gonopore	Host-associated	Arthropoda: Crustaceans	Reproductive system	Gonopore		Gonopore	4	2	0	0	0	0	gold.ecosystem:7341|gold.ecosystem:7342
Host-associated > Arthropoda: Crustaceans > Reproductive system > Ovaries	Host-associated	Arthropoda: Crustaceans	Reproductive system	Ovaries		Ovaries	4	2	0	0	0	0	gold.ecosystem:7339|gold.ecosystem:7340
Host-associated > Arthropoda: Crustaceans > Respiratory system	Host-associated	Arthropoda: Crustaceans	Respiratory system			Respiratory system	3	3	0	0	0	0	gold.ecosystem:7262|gold.ecosystem:7605|gold.ecosystem:7606
