canonical_path	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	leaf_label	depth	gold_node_count	organism_count	study_count	biosample_count	total_assertions	gold_node_ids
Environmental > Aquatic > Marine > Intertidal zone > Seagrass bed	Environmental	Aquatic	Marine	Intertidal zone	Seagrass bed	Seagrass bed	5	1	0	0	0	0	gold.ecosystem:7940
Environmental > Aquatic > Marine > Intertidal zone > Seagrass bed sediment	Environmental	Aquatic	Marine	Intertidal zone	Seagrass bed sediment	Seagrass bed sediment	5	1	0	0	0	0	gold.ecosystem:7941
Environmental > Aquatic > Marine > Intertidal zone > Subterranean estuary	Environmental	Aquatic	Marine	Intertidal zone	Subterranean estuary	Subterranean estuary	5	1	0	0	0	0	gold.ecosystem:8255
Environmental > Aquatic > Marine > Intertidal zone > Thrombolites	Environmental	Aquatic	Marine	Intertidal zone	Thrombolites	Thrombolites	5	1	0	0	0	0	gold.ecosystem:7984
Environmental > Aquatic > Marine > Littoral zone > Intertidal zone	Environmental	Aquatic	Marine	Littoral zone	Intertidal zone	Intertidal zone	5	1	0	0	0	0	gold.ecosystem:7911
Environmental > Aquatic > Marine > Littoral zone > Sediment	Environmental	Aquatic	Marine	Littoral zone	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:7908
Environmental > Aquatic > Marine > Littoral zone > Supratidal zone	Environmental	Aquatic	Marine	Littoral zone	Supratidal zone	Supratidal zone	5	1	0	0	0	0	gold.ecosystem:7910
Environmental > Aquatic > Marine > Marine basin floor	Environmental	Aquatic	Marine	Marine basin floor		Marine basin floor	4	1	0	0	0	0	gold.ecosystem:5352
Environmental > Aquatic > Marine > Marine lake	Environmental	Aquatic	Marine	Marine lake		Marine lake	4	2	0	0	0	0	gold.ecosystem:5341|gold.ecosystem:5342
Environmental > Aquatic > Marine > Marine lake > Microbial mat	Environmental	Aquatic	Marine	Marine lake	Microbial mat	Microbial mat	5	1	0	0	0	0	gold.ecosystem:7936
Environmental > Aquatic > Marine > Neritic zone/Coastal water > Reef zone	Environmental	Aquatic	Marine	Neritic zone/Coastal water	Reef zone	Reef zone	5	1	0	0	0	0	gold.ecosystem:7949
Environmental > Aquatic > Marine > Neritic zone/Coastal water > Sea-ice brine	Environmental	Aquatic	Marine	Neritic zone/Coastal water	Sea-ice brine	Sea-ice brine	5	1	0	0	0	0	gold.ecosystem:8061
Environmental > Aquatic > Marine > Neritic zone/Coastal water > Subtidal zone	Environmental	Aquatic	Marine	Neritic zone/Coastal water	Subtidal zone	Subtidal zone	5	1	0	0	0	0	gold.ecosystem:7947
Environmental > Aquatic > Marine > Neritic zone/Coastal water > Subtidal zone sediment	Environmental	Aquatic	Marine	Neritic zone/Coastal water	Subtidal zone sediment	Subtidal zone sediment	5	1	0	0	0	0	gold.ecosystem:7948
Environmental > Aquatic > Marine > Oceanic > Crustal Fluids	Environmental	Aquatic	Marine	Oceanic	Crustal Fluids	Crustal Fluids	5	1	0	0	0	0	gold.ecosystem:4656
Environmental > Aquatic > Marine > Oceanic > Rock	Environmental	Aquatic	Marine	Oceanic	Rock	Rock	5	1	0	0	0	0	gold.ecosystem:5738
Environmental > Aquatic > Marine > Pelagic zone > Bathypelagic/Bathyal zone	Environmental	Aquatic	Marine	Pelagic zone	Bathypelagic/Bathyal zone	Bathypelagic/Bathyal zone	5	1	0	0	0	0	gold.ecosystem:7899
Environmental > Aquatic > Marine > Pelagic zone > Mesopelagic/Twilight zone	Environmental	Aquatic	Marine	Pelagic zone	Mesopelagic/Twilight zone	Mesopelagic/Twilight zone	5	1	0	0	0	0	gold.ecosystem:7898
Environmental > Aquatic > Marine > River plume	Environmental	Aquatic	Marine	River plume		River plume	4	2	0	0	0	0	gold.ecosystem:5366|gold.ecosystem:7939
Environmental > Aquatic > Marine > River plume > Plankton	Environmental	Aquatic	Marine	River plume	Plankton	Plankton	5	1	0	0	0	0	gold.ecosystem:5367
Environmental > Aquatic > Marine > Sea ice > Cryoconite	Environmental	Aquatic	Marine	Sea ice	Cryoconite	Cryoconite	5	1	0	0	0	0	gold.ecosystem:5381
Environmental > Aquatic > Marine > Sea ice > Melt pond	Environmental	Aquatic	Marine	Sea ice	Melt pond	Melt pond	5	1	0	0	0	0	gold.ecosystem:5628
Environmental > Aquatic > Marine > Shipwreck	Environmental	Aquatic	Marine	Shipwreck		Shipwreck	4	2	0	0	0	0	gold.ecosystem:5721|gold.ecosystem:5722
Environmental > Aquatic > Marine > Strait	Environmental	Aquatic	Marine	Strait		Strait	4	2	0	0	0	0	gold.ecosystem:4515|gold.ecosystem:4516
Environmental > Aquatic > Marine > Strait > Sediment	Environmental	Aquatic	Marine	Strait	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:5904
Environmental > Aquatic > Marine > Subtidal zone	Environmental	Aquatic	Marine	Subtidal zone		Subtidal zone	4	1	0	0	0	0	gold.ecosystem:4646
Environmental > Aquatic > Marine > Supratidal zone	Environmental	Aquatic	Marine	Supratidal zone		Supratidal zone	4	2	0	0	0	0	gold.ecosystem:8047|gold.ecosystem:8048
Environmental > Aquatic > Marine > Supratidal zone > Sabkha	Environmental	Aquatic	Marine	Supratidal zone	Sabkha	Sabkha	5	1	0	0	0	0	gold.ecosystem:8049
Environmental > Aquatic > Marine > Supratidal zone > Sabkha sediment	Environmental	Aquatic	Marine	Supratidal zone	Sabkha sediment	Sabkha sediment	5	1	0	0	0	0	gold.ecosystem:8050
Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline > Mine pit pond	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Mine pit pond	Mine pit pond	5	1	0	0	0	0	gold.ecosystem:5720
Environmental > Aquatic > Non-marine Saline and Alkaline > Biofouling	Environmental	Aquatic	Non-marine Saline and Alkaline	Biofouling		Biofouling	4	2	0	0	0	0	gold.ecosystem:8361|gold.ecosystem:8362
Environmental > Aquatic > Non-marine Saline and Alkaline > Biofouling > Microfouling/Biofilm	Environmental	Aquatic	Non-marine Saline and Alkaline	Biofouling	Microfouling/Biofilm	Microfouling/Biofilm	5	1	0	0	0	0	gold.ecosystem:8364
Environmental > Aquatic > Non-marine Saline and Alkaline > Fracking water	Environmental	Aquatic	Non-marine Saline and Alkaline	Fracking water		Fracking water	4	2	0	0	0	0	gold.ecosystem:4694|gold.ecosystem:4695
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Microbialites	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbialites	Microbialites	5	1	0	0	0	0	gold.ecosystem:7934
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline lake > Microbial mats	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline lake	Microbial mats	Microbial mats	5	1	0	0	0	0	gold.ecosystem:7894
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline lake > Microbialites	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline lake	Microbialites	Microbialites	5	1	0	0	0	0	gold.ecosystem:7935
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline lake > Salt crust	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline lake	Salt crust	Salt crust	5	1	0	0	0	0	gold.ecosystem:8102
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline soda lake > Microbialites	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline soda lake	Microbialites	Microbialites	5	1	0	0	0	0	gold.ecosystem:7933
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline spring	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline spring		Hypersaline spring	4	2	0	0	0	0	gold.ecosystem:8481|gold.ecosystem:8482
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline spring > Sediment	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline spring	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:8483
Environmental > Aquatic > Non-marine Saline and Alkaline > Near-boiling (>90C)	Environmental	Aquatic	Non-marine Saline and Alkaline	Near-boiling (>90C)		Near-boiling (>90C)	4	1	0	0	0	0	gold.ecosystem:3756
Environmental > Aquatic > Non-marine Saline and Alkaline > Near-boiling (>90C) > Alkaline	Environmental	Aquatic	Non-marine Saline and Alkaline	Near-boiling (>90C)	Alkaline	Alkaline	5	1	0	0	0	0	gold.ecosystem:3983
Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Athalassic	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Athalassic	Athalassic	5	1	0	0	0	0	gold.ecosystem:3971
Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Hypolimnion	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Hypolimnion	Hypolimnion	5	1	0	0	0	0	gold.ecosystem:3972
Environmental > Aquatic > Non-marine Saline and Alkaline > Saline lake > Ice core	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline lake	Ice core	Ice core	5	1	0	0	0	0	gold.ecosystem:7982
Environmental > Aquatic > Non-marine Saline and Alkaline > Saline lake > Microbial mats	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline lake	Microbial mats	Microbial mats	5	1	0	0	0	0	gold.ecosystem:7883
Environmental > Aquatic > Non-marine Saline and Alkaline > Salt crystallizer ponds > Saline water	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Saline water	Saline water	5	1	0	0	0	0	gold.ecosystem:5807
Environmental > Aquatic > Non-marine Saline and Alkaline > Salt marsh > Sediment	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt marsh	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:7713
Environmental > Aquatic > Non-marine Saline and Alkaline > Sub-saline lake	Environmental	Aquatic	Non-marine Saline and Alkaline	Sub-saline lake		Sub-saline lake	4	2	0	0	0	0	gold.ecosystem:7919|gold.ecosystem:7921
Environmental > Aquatic > Pit lake > Mine pit lake	Environmental	Aquatic	Pit lake	Mine pit lake		Mine pit lake	4	2	0	0	0	0	gold.ecosystem:7960|gold.ecosystem:7961
Environmental > Aquatic > Pit lake > Oil sands pit lake	Environmental	Aquatic	Pit lake	Oil sands pit lake		Oil sands pit lake	4	2	0	0	0	0	gold.ecosystem:7958|gold.ecosystem:7959
Environmental > Aquatic > Pit lake > Oil sands pit lake > Sediment	Environmental	Aquatic	Pit lake	Oil sands pit lake	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:8090
Environmental > Aquatic > Thermal springs > Acid lake	Environmental	Aquatic	Thermal springs	Acid lake		Acid lake	4	2	0	0	0	0	gold.ecosystem:6886|gold.ecosystem:6887
Environmental > Aquatic > Thermal springs > Near-boiling (>90C) > Alkaline	Environmental	Aquatic	Thermal springs	Near-boiling (>90C)	Alkaline	Alkaline	5	1	0	0	0	0	gold.ecosystem:3993
Environmental > Aquatic > Thermal springs > Near-boiling (>90C) > Microbial mats	Environmental	Aquatic	Thermal springs	Near-boiling (>90C)	Microbial mats	Microbial mats	5	1	0	0	0	0	gold.ecosystem:8525
Environmental > Aquatic > Thermal springs > Near-boiling (>90C) > Sediment	Environmental	Aquatic	Thermal springs	Near-boiling (>90C)	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:7718
Environmental > Aquatic > Thermal springs > Runoff channel	Environmental	Aquatic	Thermal springs	Runoff channel		Runoff channel	4	2	0	0	0	0	gold.ecosystem:6350|gold.ecosystem:6351
Environmental > Aquatic > Thermal springs > Runoff channel > Adjacent soil	Environmental	Aquatic	Thermal springs	Runoff channel	Adjacent soil	Adjacent soil	5	1	0	0	0	0	gold.ecosystem:6352
Environmental > Aquatic > Thermal springs > Runoff channel > Microbial mats	Environmental	Aquatic	Thermal springs	Runoff channel	Microbial mats	Microbial mats	5	1	0	0	0	0	gold.ecosystem:8265
Environmental > Aquatic > Thermal springs > Runoff channel > Sediment	Environmental	Aquatic	Thermal springs	Runoff channel	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:8405
Environmental > Aquatic > Thermal springs > Warm (34-42C) > Acidic	Environmental	Aquatic	Thermal springs	Warm (34-42C)	Acidic	Acidic	5	1	0	0	0	0	gold.ecosystem:4546
Environmental > Terrestrial > Deep subsurface > Cave	Environmental	Terrestrial	Deep subsurface	Cave		Cave	4	2	0	0	0	0	gold.ecosystem:5969|gold.ecosystem:7086
Environmental > Terrestrial > Deep subsurface > Cave > Lava tube	Environmental	Terrestrial	Deep subsurface	Cave	Lava tube	Lava tube	5	1	0	0	0	0	gold.ecosystem:8480
Environmental > Terrestrial > Deep subsurface > Cave > Spicules	Environmental	Terrestrial	Deep subsurface	Cave	Spicules	Spicules	5	1	0	0	0	0	gold.ecosystem:8472
Environmental > Terrestrial > Deep subsurface > Cave > Wall surface	Environmental	Terrestrial	Deep subsurface	Cave	Wall surface	Wall surface	5	1	0	0	0	0	gold.ecosystem:7790
Environmental > Terrestrial > Deep subsurface > Clay	Environmental	Terrestrial	Deep subsurface	Clay		Clay	4	2	0	0	0	0	gold.ecosystem:3819|gold.ecosystem:4246
Environmental > Terrestrial > Deep subsurface > Coal mine	Environmental	Terrestrial	Deep subsurface	Coal mine		Coal mine	4	2	0	0	0	0	gold.ecosystem:8519|gold.ecosystem:8520
Environmental > Terrestrial > Deep subsurface > Coal mine > Sediment	Environmental	Terrestrial	Deep subsurface	Coal mine	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:8521
Environmental > Terrestrial > Deep subsurface > Coalbed methane well	Environmental	Terrestrial	Deep subsurface	Coalbed methane well		Coalbed methane well	4	1	0	0	0	0	gold.ecosystem:7733
Environmental > Terrestrial > Deep subsurface > Coalbed methane well > Coal core	Environmental	Terrestrial	Deep subsurface	Coalbed methane well	Coal core	Coal core	5	1	0	0	0	0	gold.ecosystem:7734
Environmental > Terrestrial > Deep subsurface > Coalbed methane well > Coal slurry	Environmental	Terrestrial	Deep subsurface	Coalbed methane well	Coal slurry	Coal slurry	5	1	0	0	0	0	gold.ecosystem:7735
Environmental > Terrestrial > Deep subsurface > Salt mine	Environmental	Terrestrial	Deep subsurface	Salt mine		Salt mine	4	2	0	0	0	0	gold.ecosystem:8132|gold.ecosystem:8133
Environmental > Terrestrial > Deep subsurface > Salt mine > Soil	Environmental	Terrestrial	Deep subsurface	Salt mine	Soil	Soil	5	1	0	0	0	0	gold.ecosystem:8134
Environmental > Terrestrial > Deep subsurface > Shale gas reservoir	Environmental	Terrestrial	Deep subsurface	Shale gas reservoir		Shale gas reservoir	4	2	0	0	0	0	gold.ecosystem:5875|gold.ecosystem:8434
Environmental > Terrestrial > Deep subsurface > Shale gas reservoir > Flow back/Produced fluids	Environmental	Terrestrial	Deep subsurface	Shale gas reservoir	Flow back/Produced fluids	Flow back/Produced fluids	5	1	0	0	0	0	gold.ecosystem:5876
Environmental > Terrestrial > Deep subsurface > Sub-seafloor	Environmental	Terrestrial	Deep subsurface	Sub-seafloor		Sub-seafloor	4	2	0	0	0	0	gold.ecosystem:8241|gold.ecosystem:8242
Environmental > Terrestrial > Desert > Salt pan/flat	Environmental	Terrestrial	Desert	Salt pan/flat		Salt pan/flat	4	2	0	0	0	0	gold.ecosystem:7644|gold.ecosystem:7645
Environmental > Terrestrial > Floodplain	Environmental	Terrestrial	Floodplain			Floodplain	3	1	0	0	0	0	gold.ecosystem:4666
Environmental > Terrestrial > Floodplain > Aquatic biofilm	Environmental	Terrestrial	Floodplain	Aquatic biofilm		Aquatic biofilm	4	2	0	0	0	0	gold.ecosystem:5858|gold.ecosystem:5859
Environmental > Terrestrial > Floodplain > Soil	Environmental	Terrestrial	Floodplain	Soil		Soil	4	2	0	0	0	0	gold.ecosystem:4715|gold.ecosystem:4716
Environmental > Terrestrial > Geologic > Mine pit pond	Environmental	Terrestrial	Geologic	Mine pit pond		Mine pit pond	4	1	0	0	0	0	gold.ecosystem:5718
Environmental > Terrestrial > Geologic > Mine pit pond > Asbestos	Environmental	Terrestrial	Geologic	Mine pit pond	Asbestos	Asbestos	5	1	0	0	0	0	gold.ecosystem:5719
Environmental > Terrestrial > Geologic > Oil-contaminated sediment	Environmental	Terrestrial	Geologic	Oil-contaminated sediment		Oil-contaminated sediment	4	2	0	0	0	0	gold.ecosystem:5771|gold.ecosystem:5772
Environmental > Terrestrial > Geologic > Sediment > Pyrite containing	Environmental	Terrestrial	Geologic	Sediment	Pyrite containing	Pyrite containing	5	1	0	0	0	0	gold.ecosystem:5920
Environmental > Terrestrial > Geologic > Sediment > Sediment core	Environmental	Terrestrial	Geologic	Sediment	Sediment core	Sediment core	5	1	0	0	0	0	gold.ecosystem:5919
Environmental > Terrestrial > Glacier	Environmental	Terrestrial	Glacier			Glacier	3	3	0	0	0	0	gold.ecosystem:8532|gold.ecosystem:8533|gold.ecosystem:8534
Environmental > Terrestrial > Glacier > Cryoconite	Environmental	Terrestrial	Glacier	Cryoconite		Cryoconite	4	2	0	0	0	0	gold.ecosystem:8535|gold.ecosystem:8536
Environmental > Terrestrial > Nest	Environmental	Terrestrial	Nest			Nest	3	3	0	0	0	0	gold.ecosystem:4839|gold.ecosystem:8371|gold.ecosystem:8372
Environmental > Terrestrial > Nest > Alligator nest	Environmental	Terrestrial	Nest	Alligator nest		Alligator nest	4	2	0	0	0	0	gold.ecosystem:4840|gold.ecosystem:4841
Environmental > Terrestrial > Nest > Insects nest > Beehive: Brood combs	Environmental	Terrestrial	Nest	Insects nest	Beehive: Brood combs	Beehive: Brood combs	5	1	0	0	0	0	gold.ecosystem:7298
Environmental > Terrestrial > Nest > Insects nest > Beehive: Cerumen	Environmental	Terrestrial	Nest	Insects nest	Beehive: Cerumen	Beehive: Cerumen	5	1	0	0	0	0	gold.ecosystem:7299
Environmental > Terrestrial > Nest > Insects nest > Beehive: Royal jelly	Environmental	Terrestrial	Nest	Insects nest	Beehive: Royal jelly	Beehive: Royal jelly	5	1	0	0	0	0	gold.ecosystem:7278
Environmental > Terrestrial > Nest > Insects nest > Nest dump	Environmental	Terrestrial	Nest	Insects nest	Nest dump	Nest dump	5	1	0	0	0	0	gold.ecosystem:7276
Environmental > Terrestrial > Oil reservoir > Oil	Environmental	Terrestrial	Oil reservoir	Oil		Oil	4	2	0	0	0	0	gold.ecosystem:5425|gold.ecosystem:5426
Environmental > Terrestrial > Plant litter > Litterfall	Environmental	Terrestrial	Plant litter	Litterfall		Litterfall	4	1	0	0	0	0	gold.ecosystem:5991
Environmental > Terrestrial > Regolith	Environmental	Terrestrial	Regolith			Regolith	3	3	0	0	0	0	gold.ecosystem:8453|gold.ecosystem:8454|gold.ecosystem:8455
Environmental > Terrestrial > Rock-dwelling (endoliths) > Evaporite	Environmental	Terrestrial	Rock-dwelling (endoliths)	Evaporite		Evaporite	4	2	0	0	0	0	gold.ecosystem:8279|gold.ecosystem:8280
Environmental > Terrestrial > Saprolite–Bedrock interface	Environmental	Terrestrial	Saprolite–Bedrock interface			Saprolite–Bedrock interface	3	1	0	0	0	0	gold.ecosystem:6084
Environmental > Terrestrial > Saprolite–Bedrock interface > Saprolite	Environmental	Terrestrial	Saprolite–Bedrock interface	Saprolite		Saprolite	4	1	0	0	0	0	gold.ecosystem:6085
Environmental > Terrestrial > Saprolite–Bedrock interface > Saprolite > Rocks	Environmental	Terrestrial	Saprolite–Bedrock interface	Saprolite	Rocks	Rocks	5	1	0	0	0	0	gold.ecosystem:6086
Environmental > Terrestrial > Sargassum	Environmental	Terrestrial	Sargassum			Sargassum	3	1	0	0	0	0	gold.ecosystem:7120
Environmental > Terrestrial > Soil > Alpine > Paramo	Environmental	Terrestrial	Soil	Alpine	Paramo	Paramo	5	1	0	0	0	0	gold.ecosystem:8530
Environmental > Terrestrial > Soil > Arable	Environmental	Terrestrial	Soil	Arable		Arable	4	1	0	0	0	0	gold.ecosystem:5767
Environmental > Terrestrial > Soil > Boreal forest/Taiga > A horizon/Topsoil	Environmental	Terrestrial	Soil	Boreal forest/Taiga	A horizon/Topsoil	A horizon/Topsoil	5	1	0	0	0	0	gold.ecosystem:6029
Environmental > Terrestrial > Soil > Boreal forest/Taiga > B horizon/Subsoil	Environmental	Terrestrial	Soil	Boreal forest/Taiga	B horizon/Subsoil	B horizon/Subsoil	5	1	0	0	0	0	gold.ecosystem:6031
Environmental > Terrestrial > Soil > Boreal forest/Taiga > C horizon/Substratum	Environmental	Terrestrial	Soil	Boreal forest/Taiga	C horizon/Substratum	C horizon/Substratum	5	1	0	0	0	0	gold.ecosystem:6024
Environmental > Terrestrial > Soil > Boreal forest/Taiga > E horizon/Subsurface	Environmental	Terrestrial	Soil	Boreal forest/Taiga	E horizon/Subsurface	E horizon/Subsurface	5	1	0	0	0	0	gold.ecosystem:6030
Environmental > Terrestrial > Soil > Boreal forest/Taiga > Mineral soil	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Mineral soil	Mineral soil	5	1	0	0	0	0	gold.ecosystem:6025
Environmental > Terrestrial > Soil > Boreal forest/Taiga > O horizon/Organic	Environmental	Terrestrial	Soil	Boreal forest/Taiga	O horizon/Organic	O horizon/Organic	5	1	0	0	0	0	gold.ecosystem:6027
Environmental > Terrestrial > Soil > Botanical garden	Environmental	Terrestrial	Soil	Botanical garden		Botanical garden	4	2	0	0	0	0	gold.ecosystem:5866|gold.ecosystem:8395
Environmental > Terrestrial > Soil > Chaparral	Environmental	Terrestrial	Soil	Chaparral		Chaparral	4	2	0	0	0	0	gold.ecosystem:6888|gold.ecosystem:6889
Environmental > Terrestrial > Soil > Coastal area	Environmental	Terrestrial	Soil	Coastal area		Coastal area	4	2	0	0	0	0	gold.ecosystem:7791|gold.ecosystem:7793
Environmental > Terrestrial > Soil > Coastal area > Acid sulfate soil	Environmental	Terrestrial	Soil	Coastal area	Acid sulfate soil	Acid sulfate soil	5	1	0	0	0	0	gold.ecosystem:7792
Environmental > Terrestrial > Soil > Desert > Gibber plain	Environmental	Terrestrial	Soil	Desert	Gibber plain	Gibber plain	5	1	0	0	0	0	gold.ecosystem:8082
Environmental > Terrestrial > Soil > Drainage basin	Environmental	Terrestrial	Soil	Drainage basin		Drainage basin	4	1	0	0	0	0	gold.ecosystem:5879
Environmental > Terrestrial > Soil > Floodplain	Environmental	Terrestrial	Soil	Floodplain		Floodplain	4	2	0	0	0	0	gold.ecosystem:5609|gold.ecosystem:5610
Environmental > Terrestrial > Soil > Floodplain > Fluvial sediment	Environmental	Terrestrial	Soil	Floodplain	Fluvial sediment	Fluvial sediment	5	1	0	0	0	0	gold.ecosystem:8089
Environmental > Terrestrial > Soil > Garden > Green roof	Environmental	Terrestrial	Soil	Garden	Green roof	Green roof	5	1	0	0	0	0	gold.ecosystem:7135
Environmental > Terrestrial > Soil > Glacial till	Environmental	Terrestrial	Soil	Glacial till		Glacial till	4	2	0	0	0	0	gold.ecosystem:7678|gold.ecosystem:7679
Environmental > Terrestrial > Soil > Glacier > Cryoconite	Environmental	Terrestrial	Soil	Glacier	Cryoconite	Cryoconite	5	1	0	0	0	0	gold.ecosystem:8081
Environmental > Terrestrial > Soil > Glacier > Deglaciated soil	Environmental	Terrestrial	Soil	Glacier	Deglaciated soil	Deglaciated soil	5	1	0	0	0	0	gold.ecosystem:8390
Environmental > Terrestrial > Soil > Glacier > Glacier terminus	Environmental	Terrestrial	Soil	Glacier	Glacier terminus	Glacier terminus	5	1	0	0	0	0	gold.ecosystem:7972
Environmental > Terrestrial > Soil > Gravesite	Environmental	Terrestrial	Soil	Gravesite		Gravesite	4	1	0	0	0	0	gold.ecosystem:6162
Environmental > Terrestrial > Soil > Gravesite > Sediment	Environmental	Terrestrial	Soil	Gravesite	Sediment	Sediment	5	1	0	0	0	0	gold.ecosystem:6163
Environmental > Terrestrial > Soil > Greenhouse > Agricultural land	Environmental	Terrestrial	Soil	Greenhouse	Agricultural land	Agricultural land	5	1	0	0	0	0	gold.ecosystem:5770
Environmental > Terrestrial > Soil > Lakeshore	Environmental	Terrestrial	Soil	Lakeshore		Lakeshore	4	2	0	0	0	0	gold.ecosystem:7284|gold.ecosystem:7285
Environmental > Terrestrial > Soil > Lakeshore > Upland zone	Environmental	Terrestrial	Soil	Lakeshore	Upland zone	Upland zone	5	1	0	0	0	0	gold.ecosystem:7287
Environmental > Terrestrial > Soil > Lakeshore > Wetland zone	Environmental	Terrestrial	Soil	Lakeshore	Wetland zone	Wetland zone	5	1	0	0	0	0	gold.ecosystem:7286
Environmental > Terrestrial > Soil > Landfill	Environmental	Terrestrial	Soil	Landfill		Landfill	4	2	0	0	0	0	gold.ecosystem:8238|gold.ecosystem:8239
Environmental > Terrestrial > Soil > Laurel/Subtropical forest	Environmental	Terrestrial	Soil	Laurel/Subtropical forest		Laurel/Subtropical forest	4	2	0	0	0	0	gold.ecosystem:8091|gold.ecosystem:8092
Environmental > Terrestrial > Soil > Laurel/Subtropical forest > A horizon/Topsoil	Environmental	Terrestrial	Soil	Laurel/Subtropical forest	A horizon/Topsoil	A horizon/Topsoil	5	1	0	0	0	0	gold.ecosystem:8093
Environmental > Terrestrial > Soil > Leptosol	Environmental	Terrestrial	Soil	Leptosol		Leptosol	4	1	0	0	0	0	gold.ecosystem:6001
Environmental > Terrestrial > Soil > Leptosol > Eutric	Environmental	Terrestrial	Soil	Leptosol	Eutric	Eutric	5	1	0	0	0	0	gold.ecosystem:6002
Environmental > Terrestrial > Soil > Meadow > Bulk soil	Environmental	Terrestrial	Soil	Meadow	Bulk soil	Bulk soil	5	1	0	0	0	0	gold.ecosystem:5871
Environmental > Terrestrial > Soil > Mineral horizon	Environmental	Terrestrial	Soil	Mineral horizon		Mineral horizon	4	1	0	0	0	0	gold.ecosystem:5588
Environmental > Terrestrial > Soil > Mineral horizon > Forest soil	Environmental	Terrestrial	Soil	Mineral horizon	Forest soil	Forest soil	5	1	0	0	0	0	gold.ecosystem:5589
Environmental > Terrestrial > Soil > Nature reserve	Environmental	Terrestrial	Soil	Nature reserve		Nature reserve	4	1	0	0	0	0	gold.ecosystem:5616
Environmental > Terrestrial > Soil > Nature reserve > Meadow	Environmental	Terrestrial	Soil	Nature reserve	Meadow	Meadow	5	1	0	0	0	0	gold.ecosystem:5617
Environmental > Terrestrial > Soil > Oak savanna	Environmental	Terrestrial	Soil	Oak savanna		Oak savanna	4	2	0	0	0	0	gold.ecosystem:7751|gold.ecosystem:7752
Environmental > Terrestrial > Soil > Orchard > Truffle orchard	Environmental	Terrestrial	Soil	Orchard	Truffle orchard	Truffle orchard	5	1	0	0	0	0	gold.ecosystem:7684
Environmental > Terrestrial > Soil > Organic layer > Forest soil	Environmental	Terrestrial	Soil	Organic layer	Forest soil	Forest soil	5	1	0	0	0	0	gold.ecosystem:5587
Environmental > Terrestrial > Soil > Paddy field/soil > Contaminated	Environmental	Terrestrial	Soil	Paddy field/soil	Contaminated	Contaminated	5	1	0	0	0	0	gold.ecosystem:5612
Environmental > Terrestrial > Soil > Palsa	Environmental	Terrestrial	Soil	Palsa		Palsa	4	2	0	0	0	0	gold.ecosystem:7688|gold.ecosystem:7690
Environmental > Terrestrial > Soil > Palsa > Mineral soil core	Environmental	Terrestrial	Soil	Palsa	Mineral soil core	Mineral soil core	5	1	0	0	0	0	gold.ecosystem:7691
Environmental > Terrestrial > Soil > Palsa > Peat permafrost	Environmental	Terrestrial	Soil	Palsa	Peat permafrost	Peat permafrost	5	1	0	0	0	0	gold.ecosystem:7689
Environmental > Terrestrial > Soil > Pasture > A horizon/Topsoil	Environmental	Terrestrial	Soil	Pasture	A horizon/Topsoil	A horizon/Topsoil	5	1	0	0	0	0	gold.ecosystem:8080
Environmental > Terrestrial > Soil > Pasture > Bulk soil	Environmental	Terrestrial	Soil	Pasture	Bulk soil	Bulk soil	5	1	0	0	0	0	gold.ecosystem:8078
