identifier	slug
habitatmech:GOLD.60dcc63919	kidney_stones
habitatmech:GOLD.615df5f198	demersal_zone
habitatmech:GOLD.617e6352cb	gut__f413b8e9
habitatmech:GOLD.61d10c8224	low_land_river_systems
habitatmech:GOLD.61fa6361ee	soil__ecf8b046
habitatmech:GOLD.61fa790833	tooth__93bee995
habitatmech:GOLD.622b91396d	skeletal_muscle__273d137b
habitatmech:GOLD.6251bef319	cave_water__c4d82240
habitatmech:GOLD.628407fcc7	abscess_pilonidal_sinus
habitatmech:GOLD.62854e626f	leaves
habitatmech:GOLD.62a92ea437	seafood_product
habitatmech:GOLD.62b3ac2c20	adipose_tissue__3dd3b646
habitatmech:GOLD.62bafb5e20	cave_pool_sediment
habitatmech:GOLD.62cda1b482	sediment__ea0eadab
habitatmech:GOLD.62dfa9436e	catarrh
habitatmech:GOLD.62e447374d	larva_nauplius
habitatmech:GOLD.633c51cd97	urinary_system__636f9839
habitatmech:GOLD.63502a6d41	sediment__365976b4
habitatmech:GOLD.63a1f9d0cd	testes
habitatmech:GOLD.63b36069a1	gastric_mucosa__1d0de7ae
habitatmech:GOLD.6451c3f0ac	lower_gastrointestinal_tract
habitatmech:GOLD.645add8636	activated_sludge__e45bf91b
habitatmech:GOLD.6498d1e9a2	seminal_glands_fluid
habitatmech:GOLD.64acf9132c	porifera
habitatmech:GOLD.64bcf9329a	whole_body__b5d26065
habitatmech:GOLD.656eda3dea	canal__c42831a4
habitatmech:GOLD.65d0d2b2f2	oak_savanna
habitatmech:GOLD.660a97fe3c	bulk_soil__9c49c281
habitatmech:GOLD.6627755263	thorax__ec1cb573
habitatmech:GOLD.662b88f6fc	cooked_fish
habitatmech:GOLD.667125d07b	biofilm__c8931a26
habitatmech:GOLD.669e6601a6	subcutaneous_fat__92199ea7
habitatmech:GOLD.66ad25642a	hyaline
habitatmech:GOLD.66f93e3a62	contaminated__0663aab0
habitatmech:GOLD.672991e1c6	salivary_glands_parotid_glands
habitatmech:GOLD.6741c9e15f	necrotizing_soft_tissue_infections_nsti
habitatmech:GOLD.67571e7dc1	solar_salterns
habitatmech:GOLD.6759cf557e	microalgae
habitatmech:GOLD.675b6b6cab	microbial_mat__23532df8
habitatmech:GOLD.675f452c9f	stomach_fundic
habitatmech:GOLD.67ad6b3f36	bronchi__3fb23b44
habitatmech:GOLD.67c565f695	midgut__7677107b
habitatmech:GOLD.67f3cde908	frass__c029dd2b
habitatmech:GOLD.67f49f8b15	bone__234001be
habitatmech:GOLD.6821e96263	permafrost__93fac9cf
habitatmech:GOLD.68312f5da8	cervical_cancer
habitatmech:GOLD.686adf1872	sediment__40797ec7
habitatmech:GOLD.68875fbeda	saliva__bda60338
habitatmech:GOLD.6898d82b83	leachate__2f66e051
habitatmech:GOLD.68a62625da	multiple_systems
habitatmech:GOLD.68d650a84d	seawater_microcosm
habitatmech:GOLD.68f3852be5	sanger
habitatmech:GOLD.68f7051d62	animal_feed_production
habitatmech:GOLD.68f93ab25d	humus__4ab1afcf
habitatmech:GOLD.693be63c1c	heart__aedf0086
habitatmech:GOLD.6940086ae0	biofilm__c0849a92
habitatmech:GOLD.6971037f36	surface__626c2d51
habitatmech:GOLD.697d4c6359	drinking_water_filter
habitatmech:GOLD.699bcb6fd7	dinoflagellates
habitatmech:GOLD.69fe6ee47b	cryoconite__dab5cbe9
habitatmech:GOLD.6a0644fced	mine_water
habitatmech:GOLD.6a1f882bb7	cellulitis
habitatmech:GOLD.6a750836f9	cho
habitatmech:GOLD.6a7bcba80d	amoebozoa__291e8086
habitatmech:GOLD.6a8d0ed24a	co_culture__e1b72549
habitatmech:GOLD.6ac8329647	sediment__7b8eb154
habitatmech:GOLD.6acc0797e9	mollusca
habitatmech:GOLD.6add2e3be1	pink
habitatmech:GOLD.6ade183144	interior_wall
habitatmech:GOLD.6afe6868a8	tunicates
habitatmech:GOLD.6b14ba242d	mouthparts
habitatmech:GOLD.6b1f16702e	biofilm__128c67cf
habitatmech:GOLD.6b259c237e	rhizaria
habitatmech:GOLD.6b897bb191	mineral_soil
habitatmech:GOLD.6ba6dd1c82	activated_sludge__13f30253
habitatmech:GOLD.6bc70f0406	sediment__064b5f4b
habitatmech:GOLD.6bca213724	processed_milk
habitatmech:GOLD.6bda0871e2	large_intestine__834e53c8
habitatmech:GOLD.6bdd76cda3	brain__803f6884
habitatmech:GOLD.6be3483795	scalp_dandruff
habitatmech:GOLD.6c12d05420	biofilm__b4a8654c
habitatmech:GOLD.6c54e5b602	poultry_litter_bioaerosol
habitatmech:GOLD.6c5bfb6b1e	multiple_systems__6d931d99
habitatmech:GOLD.6c6aab19d3	blood__c1b484fe
habitatmech:GOLD.6c8044e14e	cervical_neck_nodes
habitatmech:GOLD.6c8238add0	extracellular__3f7afaf4
habitatmech:GOLD.6c8cf86bde	splenic_aspirate
habitatmech:GOLD.6cb602e8f8	mantle_fluid
habitatmech:GOLD.6cc264ebf7	digestive_system__f6665a67
habitatmech:GOLD.6cd556290d	reproductive_system__30295bd3
habitatmech:GOLD.6d07a07054	dermoid
habitatmech:GOLD.6d092784ef	permafrost__b91065f7
habitatmech:GOLD.6d0c170e7a	stomach__f9359937
habitatmech:GOLD.6d1b8fc8fc	abscess__ba7e182d
habitatmech:GOLD.6d36ab6e3c	nasopharynx__31e4476b
habitatmech:GOLD.6d45562fe0	sediment__cb692bfb
habitatmech:GOLD.6d46057e78	baby_formula
habitatmech:GOLD.6d518b2c16	acid_sulfate_soil
habitatmech:GOLD.6d74b810fe	nasal
habitatmech:GOLD.6dcf5c1705	surface_mine
habitatmech:GOLD.6dd85a8177	biomass__6131cc6d
habitatmech:GOLD.6dec91dddc	sub_saline_lake
habitatmech:GOLD.6e0470a1d8	pond_scum
habitatmech:GOLD.6e0c4e4356	oil_contaminated_sediment
habitatmech:GOLD.6e10201167	annelida
habitatmech:GOLD.6e59960397	biofilm__ccf8005e
habitatmech:GOLD.6e59a6cbb1	filter_chamber
habitatmech:GOLD.6e80053dec	mixed_type
habitatmech:GOLD.6e80125d90	fibrocartilage
habitatmech:GOLD.6eda919358	sediment__7374ab6d
habitatmech:GOLD.6ee20226a2	biliary_tract__e6019127
habitatmech:GOLD.6ee5e682e9	plant_nodule
habitatmech:GOLD.6eecdf150d	digestive_system__2589c8ce
habitatmech:GOLD.6efc037b2d	sea_star
habitatmech:GOLD.6f343441bc	peritoneal_fluid__50dd040b
habitatmech:GOLD.6faa98a0aa	glacier__0eab88a6
habitatmech:GOLD.6fadcc4c14	colorectal_polyps
habitatmech:GOLD.6fbf5be0b3	sediment__3f324bf4
habitatmech:GOLD.6fd3cde4e9	intraocular_fluid_aqueous_humor__548ffdf6
habitatmech:GOLD.6fe7c283e0	adipose_tissue__9969df64
habitatmech:GOLD.7037fa2524	pyogenic_granuloma
habitatmech:GOLD.7038eb7dcc	high_salinity_high_ph
habitatmech:GOLD.70845c6a72	sediment__79de4694
habitatmech:GOLD.70ccbcfe44	intestine__2269b7e5
habitatmech:GOLD.70db4820d1	composting__17c89528
habitatmech:GOLD.70fd1acd87	acne_vulgaris
habitatmech:GOLD.711a362a45	b_horizon_subsoil
habitatmech:GOLD.713c7f352a	lake__335782f4
habitatmech:GOLD.71a5958fdc	well_sediment
habitatmech:GOLD.7229e2cbd0	percolator
habitatmech:GOLD.72719ea056	produced_water
habitatmech:GOLD.728316b889	wood_decay
habitatmech:GOLD.729ded00e9	mixed_segment
habitatmech:GOLD.72c624d166	glacier__8fd0a16a
habitatmech:GOLD.72c9ee0d57	ovarian_cancer
habitatmech:GOLD.72de01aaaa	volcanic
habitatmech:GOLD.72e5861665	red
habitatmech:GOLD.72efe69d6a	synovial_fluid__3b37d63c
habitatmech:GOLD.72f8a0a65e	skull
habitatmech:GOLD.73051a70cb	amniotic_fluid__ff65cb2e
habitatmech:GOLD.73289ae54b	sediment__e910a9d2
habitatmech:GOLD.732b4ad2e0	tubal
habitatmech:GOLD.733aa0f05c	paranasal_sinuses_maxillary
habitatmech:GOLD.735c35525e	anthosphere
habitatmech:GOLD.7406232b7e	phyllosphere
habitatmech:GOLD.740ff64f6c	plantar_warts
habitatmech:GOLD.74550d0576	clay__e2edbbfb
habitatmech:GOLD.7465227149	wetland_upland_transition
habitatmech:GOLD.748b381af4	biofilm__e72e4f05
habitatmech:GOLD.74bb2a619a	engineered_product__d2d22ac0
habitatmech:GOLD.74bb711f82	oil_gas_pipeline
habitatmech:GOLD.74d360dcf3	agricultural_land__3f57770d
habitatmech:GOLD.751e762923	alkaline
habitatmech:GOLD.752ac1c5aa	brain__7bf4166c
habitatmech:GOLD.753da37dcf	composting__614642ae
habitatmech:GOLD.760974c19d	sludge__bb19be97
habitatmech:GOLD.7614a6580e	microbial_mats__59ad9a00
habitatmech:GOLD.76339b995e	heroin
habitatmech:GOLD.763577f3ae	fibrocartilage__9cc92423
habitatmech:GOLD.769955119f	platyhelminthes
habitatmech:GOLD.76a84af82e	diabetic_foot_ulcer_dfu__cf26bdc0
habitatmech:GOLD.76adfed69c	sediment__f7a00613
habitatmech:GOLD.76df031f74	fossilized_remains__19772eb4
habitatmech:GOLD.772964032b	freshwater_aquarium
habitatmech:GOLD.774bc38294	bone__169c3d9e
habitatmech:GOLD.7782f2f564	whole_plant_body
habitatmech:GOLD.778799e140	bioreactor__9b3c0a8b
habitatmech:GOLD.77889da10a	unspecified_tissue
habitatmech:GOLD.77996bd8e6	oil_contaminated_sediment__6a7b1764
habitatmech:GOLD.77a06b1fa8	farm__eb90a7f2
habitatmech:GOLD.77c5518fff	laboratory_developed
habitatmech:GOLD.77cb05c27a	ceruminous_glands
habitatmech:GOLD.77f9ebdc4d	feedstock
habitatmech:GOLD.780c4a8379	myoma
habitatmech:GOLD.782b7c7142	sebum
habitatmech:GOLD.78396d6d7d	mine_pit_pond__bc073308
habitatmech:GOLD.785879d721	subtidal_zone_sediment
habitatmech:GOLD.7862616c64	breast_cyst
habitatmech:GOLD.78b905bd97	peat_permafrost
habitatmech:GOLD.78c645fff9	tunicates__07723248
habitatmech:GOLD.78df62bc49	primary
habitatmech:GOLD.79193f14f9	flat_warts
habitatmech:GOLD.7937011195	thrombolites
habitatmech:GOLD.797c5e7dbb	ciliophora
habitatmech:GOLD.79a47a53e7	colonic
habitatmech:GOLD.79e523eace	fermentation__cbf94220
habitatmech:GOLD.7a082e8e9f	subglacial_lake
habitatmech:GOLD.7a58612bf0	sediment__7b762d48
habitatmech:GOLD.7a7f8b9aa3	circulatory_system__7e4ecb0e
habitatmech:GOLD.7a8691bc23	thiocyanate_remediating
habitatmech:GOLD.7aa9e7da9a	fen__a376b9a8
habitatmech:GOLD.7aeb42082d	nasal_discharge
habitatmech:GOLD.7af4a23212	rosacea
habitatmech:GOLD.7aff136e45	sebum__3f15564a
habitatmech:GOLD.7b184798ac	small_intestine__06d4b42f
habitatmech:GOLD.7b43c28dd1	tertiary_lymphoid_organ__11d008c0
habitatmech:GOLD.7b504d9ca1	ectosymbionts
habitatmech:GOLD.7b556045ad	epilimnion__7dae03ad
habitatmech:GOLD.7b67889e40	kidney__210fbc6a
habitatmech:GOLD.7b8cf8839b	eggs__79d5874d
habitatmech:GOLD.7bbfe1f8d2	e_horizon_subsurface__3a02a0fa
habitatmech:GOLD.7be39aac95	respiratory_system__a880fff8
habitatmech:GOLD.7bf6239979	stomach__cd894c20
habitatmech:GOLD.7bf870dec5	pasture__f2fc0fea
habitatmech:GOLD.7bfc46d5f7	microbial_enhanced_oil_recovery
habitatmech:GOLD.7c194a46ba	mummified_remains
habitatmech:GOLD.7c20efa06b	stomach__085ee4ff
habitatmech:GOLD.7c2bcf233e	o_horizon_organic__a8bed45b
habitatmech:GOLD.7c37c0e048	gallbladder_stones
habitatmech:GOLD.7c79bcbca8	oil_contaminated_sediment__b1bb8113
habitatmech:GOLD.7c7d2d7fc1	urinary_system__fdf86917
habitatmech:GOLD.7c91485eb8	a_o_treatment_system
habitatmech:GOLD.7d30100f56	manure__6288a86d
habitatmech:GOLD.7d5544155b	sediment__e64a084a
habitatmech:GOLD.7d68a6a275	intracellular_endosymbionts
habitatmech:GOLD.7d70febb4c	adipose_tissue__2f4c0234
habitatmech:GOLD.7da758d9a6	p5_segment
habitatmech:GOLD.7daa92d793	hypolimnion__78bbb31f
habitatmech:GOLD.7db7617ea4	sediment__0d49df05
habitatmech:GOLD.7dbe12a9d1	saline_spring_sediment
habitatmech:GOLD.7dc780d154	sludge__03f51c5b
habitatmech:GOLD.7dd45e072b	material
habitatmech:GOLD.7df92c13b7	biotransformation
habitatmech:GOLD.7e1e8d505b	hydroponic_media
habitatmech:GOLD.7e21c19f98	frozen_remains__aa25d597
habitatmech:GOLD.7e27a52150	sediment__64234dd6
habitatmech:GOLD.7e78e4fa2a	drugs_production
habitatmech:GOLD.7ec36a9a02	dentin__be69daef
habitatmech:GOLD.7ed31a05b3	composting__64a719cb
habitatmech:GOLD.7ee93ccae2	spiracles
habitatmech:GOLD.7f04a8d6b4	supragingival_plaque
habitatmech:GOLD.7f217d034e	eye__59a4c665
habitatmech:GOLD.7f25f9a103	epipelagic
habitatmech:GOLD.7f436f8aff	biofilm__a5211c59
habitatmech:GOLD.7f44269156	hepatic_cysts
habitatmech:GOLD.7f57b82cab	peat_moss
habitatmech:GOLD.7f8e268653	groundwater__25377149
habitatmech:GOLD.7fd8cec8c7	p3_segment
habitatmech:GOLD.8000febe33	sonicate_fluid
habitatmech:GOLD.801df4d7c3	respiratory_system__af772b95
habitatmech:GOLD.805ee181bd	heart__8efd4433
habitatmech:GOLD.805f5d2607	sediment__2a63f0bb
habitatmech:GOLD.805f893c21	tissue__51e899bb
habitatmech:GOLD.808965a6d0	rat_myeloma
habitatmech:GOLD.808ed1c989	crude_oil_sludge
habitatmech:GOLD.809e67ea03	urinary_system__90052505
habitatmech:GOLD.8107f24525	genital_herpes
habitatmech:GOLD.8133cb8d4c	ileum__09fe4fcd
habitatmech:GOLD.814012d08b	pyloric_ceca
habitatmech:GOLD.814eba298e	setae
habitatmech:GOLD.81558d23af	forest_soil__f4b7712d
habitatmech:GOLD.817e799cd5	remains__1263cdf3
habitatmech:GOLD.818c9729e2	empyema
habitatmech:GOLD.81aa9dc62f	auditory_hearing_system
habitatmech:GOLD.81d2f96fd0	whole_body__8b82dc85
habitatmech:GOLD.81ee86290d	activated_sludge__f920b67e
habitatmech:GOLD.82116f395f	biofilm__a2e7867f
habitatmech:GOLD.821fc6dd72	settled_granule
habitatmech:GOLD.82392e43d2	liver__4e838a57
habitatmech:GOLD.8258aa29fb	nasolacrimal_canal
habitatmech:GOLD.827b5dbbef	effluent__7ff89bae
habitatmech:GOLD.82a6b2e83f	biomass__545e678f
habitatmech:GOLD.82cc79ac14	maxillary_glands
habitatmech:GOLD.82e499ef2e	soft_tissues__1049d581
habitatmech:GOLD.82ed8aa45e	neutral__819b9d53
habitatmech:GOLD.82ef35db95	muscle_abscess
habitatmech:GOLD.82f62476b8	leaf_surface
habitatmech:GOLD.8306e80f10	pancreatic_duct__8fac8c0e
habitatmech:GOLD.831cbd9229	tissue__3b85fdba
habitatmech:GOLD.8320f7058b	leaf_surface_biofilm
habitatmech:GOLD.835443324e	delivery_networks
habitatmech:GOLD.83818dd6ed	permafrost__db55a8c6
habitatmech:GOLD.83a739a7b1	whole_body__07339b29
habitatmech:GOLD.84053fba17	tailings_pond__a57fabd2
habitatmech:GOLD.8423e76015	abscess__17940af6
habitatmech:GOLD.84791b320c	agricultural_land__b27d5e0e
habitatmech:GOLD.847a964b42	scales
habitatmech:GOLD.84aedefc07	yellow_green_algae
habitatmech:GOLD.84c231bfef	sludge__196c0829
habitatmech:GOLD.851a692d07	bhk
habitatmech:GOLD.853996dba5	large_intestine_content
habitatmech:GOLD.853d321f4a	uropygial_preen_gland
habitatmech:GOLD.853ee40b1d	soil_microcosm
habitatmech:GOLD.854d6d1a1c	agricultural_land__529ac6cb
habitatmech:GOLD.85554ebeba	urethra__bb5816ef
habitatmech:GOLD.8587dba825	tongue__6ceae665
habitatmech:GOLD.85aabc4062	gastric_carcinoma
habitatmech:GOLD.85affaecba	sediment__4dfcbb19
habitatmech:GOLD.85da085211	sediment__fb8d1e0a
habitatmech:GOLD.861074d2dd	composting__73149eb7
habitatmech:GOLD.864a5fdcb7	multiple_systems__74c7f0de
habitatmech:GOLD.86621a7ef6	sheath_fluid
habitatmech:GOLD.866567ca49	filter
habitatmech:GOLD.8665a55655	tobacco_product
habitatmech:GOLD.867362bd5a	respiratory_system__484dd4fc
habitatmech:GOLD.8674c3da6b	testicular_cancer
habitatmech:GOLD.867abac275	decomposed_body__7ba62861
habitatmech:GOLD.86cf49cefb	plant_growth_chamber
habitatmech:GOLD.86eeaad31d	sediment__d693980b
habitatmech:GOLD.87598cbdca	sediment__1b46e4cb
habitatmech:GOLD.87bf5e5370	water_channel_system
habitatmech:GOLD.87d8aea294	duodenum__e751f297
habitatmech:GOLD.87da4c5e8b	fermented_fish
habitatmech:GOLD.87ed015f0c	laryngopharyngeal__5523f583
habitatmech:GOLD.8817f15756	head__f388ef6b
habitatmech:GOLD.88287af201	surface__0acdb3c7
habitatmech:GOLD.882c1c3631	intestinal_mucosa__cf53ddd9
habitatmech:GOLD.882e4bde1c	tissue__7fedd9d3
habitatmech:GOLD.883be78511	spring_sediment
habitatmech:GOLD.884424fb8f	reproductive_system__535d7223
habitatmech:GOLD.887aa665a2	urine__60157f2d
habitatmech:GOLD.88e2b29307	fossil
habitatmech:GOLD.88f05b0e77	spring__6fd75c62
habitatmech:GOLD.891c734288	wall_surface
habitatmech:GOLD.893217d90a	dental_calculus__18e49dca
habitatmech:GOLD.8954c4d9a1	sediment__94b343a0
habitatmech:GOLD.89569f7bcc	sediment__53bcb909
habitatmech:GOLD.895a2372e5	endosymbionts
habitatmech:GOLD.8997340b18	foregut__d14a54ae
habitatmech:GOLD.89cd874450	hemolymph__12aadae8
habitatmech:GOLD.89cf14e129	mammary_gland__cf1c47fb
habitatmech:GOLD.89d01f437a	endophytes
habitatmech:GOLD.89edd438c6	periprosthetic_joint_knee
habitatmech:GOLD.8a09449b58	breviatea
habitatmech:GOLD.8a0db49dd9	circulatory_system__e49da8a0
habitatmech:GOLD.8a1914035a	gills__d64e4eb5
habitatmech:GOLD.8a68d0f6f5	digestive_system__4f205b4d
habitatmech:GOLD.8a75a65fc5	intestine__58d33563
habitatmech:GOLD.8a86b174ba	amniotic_sac__37392cb1
habitatmech:GOLD.8a960b7130	poultry_farm__064a62e0
habitatmech:GOLD.8ac00537bc	fecal__69dad039
habitatmech:GOLD.8b135afbf6	ear_canal__7b012d70
habitatmech:GOLD.8b53067bc5	near_boiling_90c__f7b76591
habitatmech:GOLD.8b6557e4f2	larva_zoea
habitatmech:GOLD.8b7a877ba6	smooth_muscle
habitatmech:GOLD.8bc9b62f90	muscular_system__9a84fa86
habitatmech:GOLD.8c0dd5714b	lower_gastrointestinal_tract__ee16e3ac
habitatmech:GOLD.8c4ad6740f	short_bone
habitatmech:GOLD.8c5f1eb1b0	ceca__2f9665ca
habitatmech:GOLD.8c6192908f	stone
habitatmech:GOLD.8c8c7983bf	laryngopharynx__0d3782e8
habitatmech:GOLD.8cd1d6fe85	aquaculture__f784f173
habitatmech:GOLD.8d1a6819a4	sludge__c3365fbe
habitatmech:GOLD.8d7a4e1712	heart__41a32bc9
habitatmech:GOLD.8ddd9bda04	whole_body__1542aa15
habitatmech:GOLD.8e150f3151	intestine__e911e9f1
habitatmech:GOLD.8e47fd50d1	trachea__e4869a89
habitatmech:GOLD.8e76e9db86	radioactive_waste
habitatmech:GOLD.8eb824daf3	ulcer
habitatmech:GOLD.8eba55841e	paranasal_sinuses
habitatmech:GOLD.8ebd2ee3c5	pesticide
habitatmech:GOLD.8ee6ff626d	acidic
habitatmech:GOLD.8ef066825a	plastic_surface
habitatmech:GOLD.8f1269c14c	gastric_caeca
habitatmech:GOLD.8f5ec46a28	fermented_food
habitatmech:GOLD.8f6e078b11	whole_body__ad8e98bb
habitatmech:GOLD.8f7156ce8f	no_head
habitatmech:GOLD.8f75400740	b_horizon_subsoil__3269183d
habitatmech:GOLD.8f7b1d316e	integument__a63cd982
habitatmech:GOLD.8fb6349ffa	deglaciated_soil
habitatmech:GOLD.8fbac51ecd	tertiary
habitatmech:GOLD.8fd4269bef	oral_cavity__be4a4c64
habitatmech:GOLD.8fed57e653	lung__adadb24e
habitatmech:GOLD.902fd1c7c1	muscular_system__612594fb
habitatmech:GOLD.904cce6b84	mixed_liquor
habitatmech:GOLD.905d58ea72	biofilm__5327749c
habitatmech:GOLD.90791d494c	endosymbionts__38198b44
habitatmech:GOLD.907a08952a	thoracic
habitatmech:GOLD.9097df4ce9	denitrification
habitatmech:GOLD.90a084a03e	acidic__10d13a02
habitatmech:GOLD.90c526cac3	composting__59a6ebe1
habitatmech:GOLD.90f2bc5799	ovaries__981adab8
habitatmech:GOLD.9139219efd	kitchen_sink
habitatmech:GOLD.9203c1c268	simulated_communities_sequence_read_mixture
habitatmech:GOLD.92256d7035	compact_bone
habitatmech:GOLD.9241004b00	gingival_crevicular_fluids__caddffd9
habitatmech:GOLD.9272fc9901	produced_water_flow_back
habitatmech:GOLD.92b07790d7	regurgitated_nectar
habitatmech:GOLD.92b66873c0	nitrogen_removal
habitatmech:GOLD.92bf88c78e	subgingival_plaque__c05c96fb
habitatmech:GOLD.92cbc36828	fruiting_body
habitatmech:GOLD.92d1e65695	oral_cavity__2e0f1569
habitatmech:GOLD.92e3c832eb	skin__9a5d285e
habitatmech:GOLD.937bf682c4	subterranean_lake__155f3b29
habitatmech:GOLD.93ebf3885d	malignant_ascites
habitatmech:GOLD.93f0f7b66d	metasoma
habitatmech:GOLD.93f4cea4a4	floodplain_lake
habitatmech:GOLD.94019ddb33	dinoflagellates__887680eb
habitatmech:GOLD.943921b1b0	rock__98ab4fe4
habitatmech:GOLD.943a41f487	microbial_mat__2020a793
habitatmech:GOLD.943d5cba70	mine_water__20810f85
habitatmech:GOLD.944486580a	discharge
habitatmech:GOLD.9452677923	hyperplastic_inflammatory_polyps
habitatmech:GOLD.945cf2317c	oral_cavity_cancer
habitatmech:GOLD.9469437e27	retropharyngeal__23b88706
habitatmech:GOLD.94928acca0	air__9d87e9f3
habitatmech:GOLD.949bdcdb77	epiphytes__ec31dd8e
habitatmech:GOLD.94b0ed7936	sand_filter
habitatmech:GOLD.94b8786010	alkaline__02df7139
habitatmech:GOLD.94d216ff38	bile__deca6de5
habitatmech:GOLD.94e1475c5e	inoculum
habitatmech:GOLD.9570fb16f7	integumentary_system__bac9e6cc
habitatmech:GOLD.9585ae445d	cover_soil
habitatmech:GOLD.95969208cd	tissue__a5e9c451
habitatmech:GOLD.95bd495814	nevi_moles
habitatmech:GOLD.95eace5af2	seawater_ras
habitatmech:GOLD.961229841c	subway
habitatmech:GOLD.9676173e79	sediment_core__c418e141
habitatmech:GOLD.968051b240	integumentary_system__e212bc7d
habitatmech:GOLD.969d058a1f	skin__1212836a
habitatmech:GOLD.96a29ab857	town_canal
habitatmech:GOLD.96e16482f3	bog_lake
habitatmech:GOLD.96e2f98187	osseous_tissue
habitatmech:GOLD.96f7d4c555	salt_marsh_sediment
habitatmech:GOLD.97163b2325	sediment__ce4efe59
habitatmech:GOLD.9731c6bb13	endophytes__fae60ba7
habitatmech:GOLD.97443998fa	lacrimal_glands
habitatmech:GOLD.974cd3759a	esophagus__e0ae9e65
habitatmech:GOLD.975b14f252	cell_line__d7fc8c60
habitatmech:GOLD.97738241e1	gallbladder_stones__a31ee838
habitatmech:GOLD.97de3cee66	tetrachloroethylene
habitatmech:GOLD.97fb645cea	bioreactor__4c20e811
habitatmech:GOLD.980696fa1c	colon_mucosa__de31f03f
habitatmech:GOLD.984e197faf	fish_pen
habitatmech:GOLD.9898e0e7e6	mud_microcosm
habitatmech:GOLD.98b91970cd	kidney__0d933b7d
habitatmech:GOLD.98bf2e4e7d	ceros
habitatmech:GOLD.98c192f558	fungus_garden_fungus_gallery
habitatmech:GOLD.98d936714f	sediment__bbedc720
habitatmech:GOLD.9942535c2d	kidney__be6e4dc6
habitatmech:GOLD.9987a3e1d2	kidney__188c7e8b
habitatmech:GOLD.99880772e1	oral_cavity__7cca2853
habitatmech:GOLD.99a88ecb51	drinking_water__6d6ef579
habitatmech:GOLD.99a89f10a0	verrucas
habitatmech:GOLD.99aff88405	ectosymbionts__7a42a232
habitatmech:GOLD.99bf401d4c	rumen__a12a98cc
habitatmech:GOLD.9a294d8b87	lymphoid_tissue__73eca19a
habitatmech:GOLD.9a390fc9f3	oxymonads
habitatmech:GOLD.9a7b2b058e	malignant_tumor_tissue
habitatmech:GOLD.9a7b884ca1	appendix
habitatmech:GOLD.9a9d51388c	alveoli
habitatmech:GOLD.9aa72d8dc3	kidney__dab44183
habitatmech:GOLD.9ab362de60	wastewater__430aea49
habitatmech:GOLD.9ad201f9cc	cuticle__6c2a3dac
habitatmech:GOLD.9ae5e17a12	molluscs_farm
habitatmech:GOLD.9b00d0ff9a	pooled_tissues__e586c45d
habitatmech:GOLD.9b27031c0f	common_warts
habitatmech:GOLD.9b3b1cd806	microbial_mat__54ad7767
habitatmech:GOLD.9b43a12f0c	cyanobacterial_aggregates
habitatmech:GOLD.9b51772e57	pleural_space_cavity
habitatmech:GOLD.9b7632eca8	superior_lobe
habitatmech:GOLD.9b7880ecd2	silage_fermentation
habitatmech:GOLD.9b7ba22de1	anode
habitatmech:GOLD.9bb307824f	carcinoma
habitatmech:GOLD.9bfaa32c03	duodenal_ulcer
habitatmech:GOLD.9bfd135cfa	external_organs__aed6edb3
habitatmech:GOLD.9c0c555f09	chloroethene
habitatmech:GOLD.9c16d8cdc2	mycosis_fungoides_cutaneous_t_cell_lymphoma
habitatmech:GOLD.9c17a8a454	actinic_keratosis
habitatmech:GOLD.9c459b5a33	abscess__c48fc20f
habitatmech:GOLD.9c5489a2c7	organic_layer
habitatmech:GOLD.9cbdc40c2c	liver__af3cb086
habitatmech:GOLD.9cc7667041	hospital_bedroom
habitatmech:GOLD.9ced08b21f	sediment__8f9b6931
habitatmech:GOLD.9cee492000	stomach__5cbde12e
habitatmech:GOLD.9d0dd3ece9	bone__71064238
habitatmech:GOLD.9d219f6fdc	anterior
habitatmech:GOLD.9d25d6d7ef	activated_sludge__ef706af1
habitatmech:GOLD.9d6b2f9ae5	sweat__d6c8a9c4
habitatmech:GOLD.9d9489c271	fossil__9829884f
habitatmech:GOLD.9d97d0af50	canthus__f4c2e1df
habitatmech:GOLD.9dbf296a4a	mud_volcano__980e0b1f
habitatmech:GOLD.9dda781732	thermophilic_digester
habitatmech:GOLD.9ddd7a2cf6	adipose_tissue__28f7c202
habitatmech:GOLD.9de12222fe	genital_warts
habitatmech:GOLD.9de23ceed5	arterial
habitatmech:GOLD.9de4a94da3	rock_dwelling_endoliths
habitatmech:GOLD.9de4fdaa2a	fen__a3c5fc09
habitatmech:GOLD.9df2041479	sediment__e3709872
habitatmech:GOLD.9e03d49b70	microbial_mats__884c9c12
habitatmech:GOLD.9e30d15bf0	nasal_discharge__d98a19fe
habitatmech:GOLD.9e6f9184f3	lesion_site__48d6a8c6
habitatmech:GOLD.9e917ffe11	anaerobic
habitatmech:GOLD.9eaa63ad72	sediment__7e21c5d8
habitatmech:GOLD.9eab385243	cryoconite__08651766
habitatmech:GOLD.9ef40567be	mucus__128936e0
habitatmech:GOLD.9f2762bd0f	paranasal_sinuses_catarrh
habitatmech:GOLD.9f2dc7145e	urethra__51f9b083
habitatmech:GOLD.9f519b94cc	anaerobic_zone
habitatmech:GOLD.9f684e44fb	agricultural_land__d3a12788
habitatmech:GOLD.9f7a6c66a7	aquifer__d1d7f4b0
